ng_range	score	w_comp	vaf_range 	TP	FP	TN	FN	FN_u	FN_o	sens.	spec.	acc.	youden	prec.	recall	F1	FDR	mean_youden
4.0_64.0	0.9	0.0	>=0.1_0.125	285	1956	19449	111	84	27	0.72	0.909	0.905	0.629	0.127	0.72	0.216	0.873	0.635
4.0_64.0	1.0	0.3	>=0.25    	249	393	5876	81	59	22	0.755	0.937	0.928	0.692	0.388	0.755	0.513	0.612	0.673
4.0_64.0	1.2	0.9	>=0.375   	209	107	1603	55	40	15	0.792	0.937	0.918	0.729	0.661	0.792	0.721	0.339	0.708
4.0_64.0	1.2	0.9	>=0.5     	171	89	1183	39	29	10	0.814	0.93	0.914	0.744	0.658	0.814	0.728	0.342	0.722
4.0_64.0	1.0	0.5	>=0.7_0.75	107	44	406	25	18	7	0.811	0.902	0.881	0.713	0.709	0.811	0.757	0.291	0.706
4.0_64.0	1.0	0.4	>=1.0     	55	22	144	11	9	2	0.833	0.867	0.858	0.7	0.714	0.833	0.769	0.286	0.7
