vaf_values	ng_range	score	w_comp	TP	FP	TN	FN	FN_u	FN_o	sens.	spec.	acc.	youden	prec.	recall	F1	FDR
0.0       	4.0_64.0	0.9	0.5	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0
0.0       	8.0_64.0	0.9	0.5	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0
