LLOD	score	w_comp	TP	FP	TN	FN_u	FN_d	sens.	spec.	acc.	prec.	recall	F1	FDR
0.75	0.6	0.5	72	84	484	14	32	0.61	0.852	0.81	0.462	0.61	0.526	0.538
0.75	0.6	0.4	74	87	481	14	30	0.627	0.847	0.809	0.46	0.627	0.531	0.54
0.75	0.7	0.7	74	87	481	14	30	0.627	0.847	0.809	0.46	0.627	0.531	0.54
0.75	0.6	0.0	78	100	468	14	26	0.661	0.824	0.796	0.438	0.661	0.527	0.562
0.75	0.6	0.1	78	96	472	14	26	0.661	0.831	0.802	0.448	0.661	0.534	0.552
0.75	0.6	0.2	78	92	476	14	26	0.661	0.838	0.808	0.459	0.661	0.542	0.541
0.75	0.7	0.3	78	103	465	14	26	0.661	0.819	0.792	0.431	0.661	0.522	0.569
0.75	0.7	0.4	78	95	473	14	26	0.661	0.833	0.803	0.451	0.661	0.536	0.549
0.75	0.7	0.5	78	92	476	14	26	0.661	0.838	0.808	0.459	0.661	0.542	0.541
0.75	0.8	0.8	75	95	473	14	29	0.636	0.833	0.799	0.441	0.636	0.521	0.559
0.75	0.9	1.0	78	101	467	14	26	0.661	0.822	0.794	0.436	0.661	0.525	0.564
0.75	0.5	0.2	72	84	484	14	32	0.61	0.852	0.81	0.462	0.61	0.526	0.538
0.75	0.5	0.3	71	79	489	14	33	0.602	0.861	0.816	0.473	0.602	0.53	0.527
0.75	0.5	0.0	76	90	478	14	28	0.644	0.842	0.808	0.458	0.644	0.535	0.542
0.75	0.5	0.1	75	87	481	14	29	0.636	0.847	0.81	0.463	0.636	0.536	0.537
0.75	0.6	0.3	75	90	478	14	29	0.636	0.842	0.806	0.455	0.636	0.53	0.545
0.75	0.8	0.7	78	98	470	14	26	0.661	0.827	0.799	0.443	0.661	0.53	0.557
0.75	0.4	0.0	71	75	493	14	33	0.602	0.868	0.822	0.486	0.602	0.538	0.514
