LLOD	score	w_comp	TP	FP	TN	FN_u	FN_d	sens.	spec.	acc.	prec.	recall	F1	FDR
0.75	0.1	0.0	18	12	464	14	86	0.153	0.975	0.811	0.6	0.153	0.244	0.4
0.75	0.1	0.1	6	12	464	14	98	0.051	0.975	0.791	0.333	0.051	0.088	0.667
0.75	0.1	0.2	4	12	464	14	100	0.034	0.975	0.788	0.25	0.034	0.06	0.75
0.75	0.1	0.3	1	12	464	14	103	0.008	0.975	0.783	0.077	0.008	0.014	0.923
0.75	0.1	0.4	0	8	468	14	104	0.0	0.983	0.788	0.0	0.0	0.0	1.0
0.75	0.1	0.5	0	6	470	14	104	0.0	0.987	0.791	0.0	0.0	0.0	1.0
0.75	0.1	0.6	0	5	471	14	104	0.0	0.989	0.793	0.0	0.0	0.0	1.0
0.75	0.1	0.7	0	2	474	14	104	0.0	0.996	0.798	0.0	0.0	0.0	1.0
0.75	0.1	0.8	0	2	474	14	104	0.0	0.996	0.798	0.0	0.0	0.0	1.0
0.75	0.1	0.9	0	2	474	14	104	0.0	0.996	0.798	0.0	0.0	0.0	1.0
0.75	0.1	1.0	0	2	474	14	104	0.0	0.996	0.798	0.0	0.0	0.0	1.0
0.75	0.2	0.0	47	18	458	14	57	0.398	0.962	0.85	0.723	0.398	0.513	0.277
0.75	0.2	0.1	40	16	460	14	64	0.339	0.966	0.842	0.714	0.339	0.46	0.286
0.75	0.2	0.2	30	15	461	14	74	0.254	0.968	0.827	0.667	0.254	0.368	0.333
0.75	0.2	0.3	20	14	462	14	84	0.169	0.971	0.811	0.588	0.169	0.263	0.412
0.75	0.2	0.4	19	13	463	14	85	0.161	0.973	0.811	0.594	0.161	0.253	0.406
0.75	0.2	0.5	14	13	463	14	90	0.119	0.973	0.803	0.519	0.119	0.194	0.481
0.75	0.2	0.6	10	13	463	14	94	0.085	0.973	0.796	0.435	0.085	0.142	0.565
0.75	0.2	0.7	6	11	465	14	98	0.051	0.977	0.793	0.353	0.051	0.089	0.647
0.75	0.2	0.8	6	9	467	14	98	0.051	0.981	0.796	0.4	0.051	0.09	0.6
0.75	0.2	0.9	5	7	469	14	99	0.042	0.985	0.798	0.417	0.042	0.076	0.583
0.75	0.2	1.0	4	6	470	14	100	0.034	0.987	0.798	0.4	0.034	0.063	0.6
0.75	0.3	0.0	63	20	456	14	41	0.534	0.958	0.874	0.759	0.534	0.627	0.241
0.75	0.3	0.1	56	20	456	14	48	0.475	0.958	0.862	0.737	0.475	0.578	0.263
0.75	0.3	0.2	53	20	456	14	51	0.449	0.958	0.857	0.726	0.449	0.555	0.274
0.75	0.3	0.3	47	20	456	14	57	0.398	0.958	0.847	0.701	0.398	0.508	0.299
0.75	0.3	0.4	40	18	458	14	64	0.339	0.962	0.838	0.69	0.339	0.455	0.31
0.75	0.3	0.5	33	17	459	14	71	0.28	0.964	0.828	0.66	0.28	0.393	0.34
0.75	0.3	0.6	26	16	460	14	78	0.22	0.966	0.818	0.619	0.22	0.325	0.381
0.75	0.3	0.7	25	16	460	14	79	0.212	0.966	0.816	0.61	0.212	0.315	0.39
0.75	0.3	0.8	19	16	460	14	85	0.161	0.966	0.806	0.543	0.161	0.248	0.457
0.75	0.3	0.9	18	16	460	14	86	0.153	0.966	0.805	0.529	0.153	0.237	0.471
0.75	0.3	1.0	14	14	462	14	90	0.119	0.971	0.801	0.5	0.119	0.192	0.5
0.75	0.4	0.0	71	29	447	14	33	0.602	0.939	0.872	0.71	0.602	0.652	0.29
0.75	0.4	0.1	68	26	450	14	36	0.576	0.945	0.872	0.723	0.576	0.641	0.277
0.75	0.4	0.2	66	24	452	14	38	0.559	0.95	0.872	0.733	0.559	0.634	0.267
0.75	0.4	0.3	61	21	455	14	43	0.517	0.956	0.869	0.744	0.517	0.61	0.256
0.75	0.4	0.4	57	20	456	14	47	0.483	0.958	0.864	0.74	0.483	0.584	0.26
0.75	0.4	0.5	53	20	456	14	51	0.449	0.958	0.857	0.726	0.449	0.555	0.274
0.75	0.4	0.6	47	20	456	14	57	0.398	0.958	0.847	0.701	0.398	0.508	0.299
0.75	0.4	0.7	39	19	457	14	65	0.331	0.96	0.835	0.672	0.331	0.444	0.328
0.75	0.4	0.8	31	18	458	14	73	0.263	0.962	0.823	0.633	0.263	0.372	0.367
0.75	0.4	0.9	29	17	459	14	75	0.246	0.964	0.822	0.63	0.246	0.354	0.37
0.75	0.4	1.0	28	17	459	14	76	0.237	0.964	0.82	0.622	0.237	0.343	0.378
0.75	0.5	0.0	76	40	436	14	28	0.644	0.916	0.862	0.655	0.644	0.649	0.345
0.75	0.5	0.1	75	37	439	14	29	0.636	0.922	0.865	0.67	0.636	0.653	0.33
0.75	0.5	0.2	72	35	441	14	32	0.61	0.926	0.864	0.673	0.61	0.64	0.327
0.75	0.5	0.3	71	31	445	14	33	0.602	0.935	0.869	0.696	0.602	0.646	0.304
0.75	0.5	0.4	68	30	446	14	36	0.576	0.937	0.865	0.694	0.576	0.63	0.306
0.75	0.5	0.5	66	27	449	14	38	0.559	0.943	0.867	0.71	0.559	0.626	0.29
0.75	0.5	0.6	62	25	451	14	42	0.525	0.947	0.864	0.713	0.525	0.605	0.287
0.75	0.5	0.7	58	22	454	14	46	0.492	0.954	0.862	0.725	0.492	0.586	0.275
0.75	0.5	0.8	53	20	456	14	51	0.449	0.958	0.857	0.726	0.449	0.555	0.274
0.75	0.5	0.9	46	20	456	14	58	0.39	0.958	0.845	0.697	0.39	0.5	0.303
0.75	0.5	1.0	38	20	456	14	66	0.322	0.958	0.832	0.655	0.322	0.432	0.345
0.75	0.6	0.0	78	47	429	14	26	0.661	0.901	0.854	0.624	0.661	0.642	0.376
0.75	0.6	0.1	78	44	432	14	26	0.661	0.908	0.859	0.639	0.661	0.65	0.361
0.75	0.6	0.2	78	40	436	14	26	0.661	0.916	0.865	0.661	0.661	0.661	0.339
0.75	0.6	0.3	75	38	438	14	29	0.636	0.92	0.864	0.664	0.636	0.65	0.336
0.75	0.6	0.4	74	36	440	14	30	0.627	0.924	0.865	0.673	0.627	0.649	0.327
0.75	0.6	0.5	72	34	442	14	32	0.61	0.929	0.865	0.679	0.61	0.643	0.321
0.75	0.6	0.6	71	31	445	14	33	0.602	0.935	0.869	0.696	0.602	0.646	0.304
0.75	0.6	0.7	68	31	445	14	36	0.576	0.935	0.864	0.687	0.576	0.627	0.313
0.75	0.6	0.8	62	29	447	14	42	0.525	0.939	0.857	0.681	0.525	0.593	0.319
0.75	0.6	0.9	62	28	448	14	42	0.525	0.941	0.859	0.689	0.525	0.596	0.311
0.75	0.6	1.0	58	27	449	14	46	0.492	0.943	0.854	0.682	0.492	0.572	0.318
0.75	0.7	0.0	78	54	422	14	26	0.661	0.887	0.842	0.591	0.661	0.624	0.409
0.75	0.7	0.1	78	50	426	14	26	0.661	0.895	0.848	0.609	0.661	0.634	0.391
0.75	0.7	0.2	78	49	427	14	26	0.661	0.897	0.85	0.614	0.661	0.637	0.386
0.75	0.7	0.3	78	46	430	14	26	0.661	0.903	0.855	0.629	0.661	0.645	0.371
0.75	0.7	0.4	78	43	433	14	26	0.661	0.91	0.86	0.645	0.661	0.653	0.355
0.75	0.7	0.5	78	40	436	14	26	0.661	0.916	0.865	0.661	0.661	0.661	0.339
0.75	0.7	0.6	75	37	439	14	29	0.636	0.922	0.865	0.67	0.636	0.653	0.33
0.75	0.7	0.7	74	35	441	14	30	0.627	0.926	0.867	0.679	0.627	0.652	0.321
0.75	0.7	0.8	72	33	443	14	32	0.61	0.931	0.867	0.686	0.61	0.646	0.314
0.75	0.7	0.9	69	31	445	14	35	0.585	0.935	0.865	0.69	0.585	0.633	0.31
0.75	0.7	1.0	66	30	446	14	38	0.559	0.937	0.862	0.688	0.559	0.617	0.312
0.75	0.8	0.0	78	61	415	14	26	0.661	0.872	0.83	0.561	0.661	0.607	0.439
0.75	0.8	0.1	78	58	418	14	26	0.661	0.878	0.835	0.574	0.661	0.614	0.426
0.75	0.8	0.2	78	55	421	14	26	0.661	0.884	0.84	0.586	0.661	0.621	0.414
0.75	0.8	0.3	78	52	424	14	26	0.661	0.891	0.845	0.6	0.661	0.629	0.4
0.75	0.8	0.4	78	49	427	14	26	0.661	0.897	0.85	0.614	0.661	0.637	0.386
0.75	0.8	0.5	78	47	429	14	26	0.661	0.901	0.854	0.624	0.661	0.642	0.376
0.75	0.8	0.6	78	45	431	14	26	0.661	0.905	0.857	0.634	0.661	0.647	0.366
0.75	0.8	0.7	78	41	435	14	26	0.661	0.914	0.864	0.655	0.661	0.658	0.345
0.75	0.8	0.8	75	40	436	14	29	0.636	0.916	0.86	0.652	0.636	0.644	0.348
