LLOD	score	w_comp	TP	FP	TN	FN_u	FN_d	sens.	spec.	acc.	prec.	recall	F1	FDR
0.75	0.1	0.0	3	0	59	0	17	0.15	1.0	0.785	1.0	0.15	0.261	0.0
0.75	0.1	0.1	1	0	59	0	19	0.05	1.0	0.759	1.0	0.05	0.095	0.0
0.75	0.1	0.2	1	0	59	0	19	0.05	1.0	0.759	1.0	0.05	0.095	0.0
0.75	0.1	0.3	0	0	59	0	20	0.0	1.0	0.747	0.0	0.0	0.0	1.0
0.75	0.1	0.4	0	0	59	0	20	0.0	1.0	0.747	0.0	0.0	0.0	1.0
0.75	0.1	0.5	0	0	59	0	20	0.0	1.0	0.747	0.0	0.0	0.0	1.0
0.75	0.1	0.6	0	0	59	0	20	0.0	1.0	0.747	0.0	0.0	0.0	1.0
0.75	0.1	0.7	0	0	59	0	20	0.0	1.0	0.747	0.0	0.0	0.0	1.0
0.75	0.1	0.8	0	0	59	0	20	0.0	1.0	0.747	0.0	0.0	0.0	1.0
0.75	0.1	0.9	0	0	59	0	20	0.0	1.0	0.747	0.0	0.0	0.0	1.0
0.75	0.1	1.0	0	0	59	0	20	0.0	1.0	0.747	0.0	0.0	0.0	1.0
0.75	0.2	0.0	10	0	59	0	10	0.5	1.0	0.873	1.0	0.5	0.667	0.0
0.75	0.2	0.1	8	0	59	0	12	0.4	1.0	0.848	1.0	0.4	0.571	0.0
0.75	0.2	0.2	7	0	59	0	13	0.35	1.0	0.835	1.0	0.35	0.519	0.0
0.75	0.2	0.3	4	0	59	0	16	0.2	1.0	0.797	1.0	0.2	0.333	0.0
0.75	0.2	0.4	2	0	59	0	18	0.1	1.0	0.772	1.0	0.1	0.182	0.0
0.75	0.2	0.5	2	0	59	0	18	0.1	1.0	0.772	1.0	0.1	0.182	0.0
0.75	0.2	0.6	1	0	59	0	19	0.05	1.0	0.759	1.0	0.05	0.095	0.0
0.75	0.2	0.7	1	0	59	0	19	0.05	1.0	0.759	1.0	0.05	0.095	0.0
0.75	0.2	0.8	0	0	59	0	20	0.0	1.0	0.747	0.0	0.0	0.0	1.0
0.75	0.2	0.9	0	0	59	0	20	0.0	1.0	0.747	0.0	0.0	0.0	1.0
0.75	0.2	1.0	0	0	59	0	20	0.0	1.0	0.747	0.0	0.0	0.0	1.0
0.75	0.3	0.0	17	0	59	0	3	0.85	1.0	0.962	1.0	0.85	0.919	0.0
0.75	0.3	0.1	14	0	59	0	6	0.7	1.0	0.924	1.0	0.7	0.824	0.0
0.75	0.3	0.2	13	0	59	0	7	0.65	1.0	0.911	1.0	0.65	0.788	0.0
0.75	0.3	0.3	10	0	59	0	10	0.5	1.0	0.873	1.0	0.5	0.667	0.0
0.75	0.3	0.4	9	0	59	0	11	0.45	1.0	0.861	1.0	0.45	0.621	0.0
0.75	0.3	0.5	7	0	59	0	13	0.35	1.0	0.835	1.0	0.35	0.519	0.0
0.75	0.3	0.6	6	0	59	0	14	0.3	1.0	0.823	1.0	0.3	0.462	0.0
0.75	0.3	0.7	4	0	59	0	16	0.2	1.0	0.797	1.0	0.2	0.333	0.0
0.75	0.3	0.8	3	0	59	0	17	0.15	1.0	0.785	1.0	0.15	0.261	0.0
0.75	0.3	0.9	3	0	59	0	17	0.15	1.0	0.785	1.0	0.15	0.261	0.0
0.75	0.3	1.0	2	0	59	0	18	0.1	1.0	0.772	1.0	0.1	0.182	0.0
0.75	0.4	0.0	17	0	59	0	3	0.85	1.0	0.962	1.0	0.85	0.919	0.0
0.75	0.4	0.1	17	0	59	0	3	0.85	1.0	0.962	1.0	0.85	0.919	0.0
0.75	0.4	0.2	17	0	59	0	3	0.85	1.0	0.962	1.0	0.85	0.919	0.0
0.75	0.4	0.3	16	0	59	0	4	0.8	1.0	0.949	1.0	0.8	0.889	0.0
0.75	0.4	0.4	16	0	59	0	4	0.8	1.0	0.949	1.0	0.8	0.889	0.0
0.75	0.4	0.5	13	0	59	0	7	0.65	1.0	0.911	1.0	0.65	0.788	0.0
0.75	0.4	0.6	11	0	59	0	9	0.55	1.0	0.886	1.0	0.55	0.71	0.0
0.75	0.4	0.7	10	0	59	0	10	0.5	1.0	0.873	1.0	0.5	0.667	0.0
