LLOD	score	w_comp	TP	FP	TN	FN_u	FN_d	sens.	spec.	acc.	prec.	recall	F1	FDR
0.1	0.6	0.5	28	24	309	0	18	0.609	0.928	0.889	0.538	0.609	0.571	0.462
0.1	0.6	0.4	28	26	307	0	18	0.609	0.922	0.884	0.519	0.609	0.56	0.481
0.1	0.7	0.7	28	28	305	0	18	0.609	0.916	0.879	0.5	0.609	0.549	0.5
0.1	0.6	0.0	30	32	301	0	16	0.652	0.904	0.873	0.484	0.652	0.556	0.516
0.1	0.6	0.1	30	30	303	0	16	0.652	0.91	0.879	0.5	0.652	0.566	0.5
0.1	0.6	0.2	30	28	305	0	16	0.652	0.916	0.884	0.517	0.652	0.577	0.483
0.1	0.7	0.3	30	31	302	0	16	0.652	0.907	0.876	0.492	0.652	0.561	0.508
0.1	0.7	0.4	30	30	303	0	16	0.652	0.91	0.879	0.5	0.652	0.566	0.5
0.1	0.7	0.5	30	30	303	0	16	0.652	0.91	0.879	0.5	0.652	0.566	0.5
0.1	0.8	0.8	29	30	303	0	17	0.63	0.91	0.876	0.492	0.63	0.553	0.508
0.1	0.9	1.0	30	33	300	0	16	0.652	0.901	0.871	0.476	0.652	0.55	0.524
0.1	0.5	0.2	28	24	309	0	18	0.609	0.928	0.889	0.538	0.609	0.571	0.462
0.1	0.5	0.3	28	23	310	0	18	0.609	0.931	0.892	0.549	0.609	0.577	0.451
0.1	0.5	0.0	29	25	308	0	17	0.63	0.925	0.889	0.537	0.63	0.58	0.463
0.1	0.5	0.1	28	24	309	0	18	0.609	0.928	0.889	0.538	0.609	0.571	0.462
0.1	0.6	0.3	28	27	306	0	18	0.609	0.919	0.881	0.509	0.609	0.555	0.491
0.1	0.8	0.7	30	31	302	0	16	0.652	0.907	0.876	0.492	0.652	0.561	0.508
0.1	0.4	0.0	27	23	310	0	19	0.587	0.931	0.889	0.54	0.587	0.563	0.46
