LLOD	score	w_comp	TP	FP	TN	FN_u	FN_d	sens.	spec.	acc.	prec.	recall	F1	FDR
0.1	0.1	0.0	0	0	288	14	32	0.0	1.0	0.86	0.0	0.0	0.0	1.0
0.1	0.1	0.1	0	0	288	14	32	0.0	1.0	0.86	0.0	0.0	0.0	1.0
0.1	0.1	0.2	0	0	288	14	32	0.0	1.0	0.86	0.0	0.0	0.0	1.0
0.1	0.1	0.3	0	0	288	14	32	0.0	1.0	0.86	0.0	0.0	0.0	1.0
0.1	0.1	0.4	0	0	288	14	32	0.0	1.0	0.86	0.0	0.0	0.0	1.0
0.1	0.1	0.5	0	0	288	14	32	0.0	1.0	0.86	0.0	0.0	0.0	1.0
0.1	0.1	0.6	2	0	288	14	30	0.04	1.0	0.87	1.0	0.04	0.08	0.0
0.1	0.1	0.7	2	0	288	14	30	0.04	1.0	0.87	1.0	0.04	0.08	0.0
0.1	0.1	0.8	3	0	288	14	29	0.07	1.0	0.87	1.0	0.07	0.13	0.0
0.1	0.1	0.9	3	0	288	14	29	0.07	1.0	0.87	1.0	0.07	0.13	0.0
0.1	0.1	1.0	5	0	288	14	27	0.11	1.0	0.88	1.0	0.11	0.2	0.0
0.1	0.2	0.0	2	0	288	14	30	0.04	1.0	0.87	1.0	0.04	0.08	0.0
0.1	0.2	0.1	3	0	288	14	29	0.07	1.0	0.87	1.0	0.07	0.13	0.0
0.1	0.2	0.2	3	0	288	14	29	0.07	1.0	0.87	1.0	0.07	0.13	0.0
0.1	0.2	0.3	3	0	288	14	29	0.07	1.0	0.87	1.0	0.07	0.13	0.0
0.1	0.2	0.4	3	0	288	14	29	0.07	1.0	0.87	1.0	0.07	0.13	0.0
0.1	0.2	0.5	4	0	288	14	28	0.09	1.0	0.87	1.0	0.09	0.17	0.0
0.1	0.2	0.6	4	0	288	14	28	0.09	1.0	0.87	1.0	0.09	0.17	0.0
0.1	0.2	0.7	7	0	288	14	25	0.15	1.0	0.88	1.0	0.15	0.26	0.0
0.1	0.2	0.8	8	0	288	14	24	0.17	1.0	0.89	1.0	0.17	0.29	0.0
0.1	0.2	0.9	14	0	288	14	18	0.3	1.0	0.9	1.0	0.3	0.46	0.0
0.1	0.2	1.0	16	0	288	14	16	0.35	1.0	0.91	1.0	0.35	0.52	0.0
0.1	0.3	0.0	3	0	288	14	29	0.07	1.0	0.87	1.0	0.07	0.13	0.0
