LLOD	score	w_comp	TP	FP	TN	FN_u	FN_d	sens.	spec.	acc.	prec.	recall	F1	FDR
2.0	0.1	0.0	0	0	108	6	48	0.0	1.0	0.67	0.0	0.0	0.0	1.0
2.0	0.1	0.1	0	0	108	6	48	0.0	1.0	0.67	0.0	0.0	0.0	1.0
2.0	0.1	0.2	0	0	108	6	48	0.0	1.0	0.67	0.0	0.0	0.0	1.0
2.0	0.1	0.3	0	0	108	6	48	0.0	1.0	0.67	0.0	0.0	0.0	1.0
2.0	0.1	0.4	0	0	108	6	48	0.0	1.0	0.67	0.0	0.0	0.0	1.0
2.0	0.1	0.5	0	0	108	6	48	0.0	1.0	0.67	0.0	0.0	0.0	1.0
2.0	0.1	0.6	0	1	107	6	48	0.0	0.99	0.66	0.0	0.0	0.0	1.0
2.0	0.1	0.7	0	1	107	6	48	0.0	0.99	0.66	0.0	0.0	0.0	1.0
2.0	0.1	0.8	1	1	107	6	47	0.02	0.99	0.67	0.5	0.02	0.04	0.5
2.0	0.1	0.9	1	1	107	6	47	0.02	0.99	0.67	0.5	0.02	0.04	0.5
2.0	0.1	1.0	1	1	107	6	47	0.02	0.99	0.67	0.5	0.02	0.04	0.5
2.0	0.2	0.0	1	0	108	6	47	0.02	1.0	0.67	1.0	0.02	0.04	0.0
2.0	0.2	0.1	1	0	108	6	47	0.02	1.0	0.67	1.0	0.02	0.04	0.0
2.0	0.2	0.2	1	1	107	6	47	0.02	0.99	0.67	0.5	0.02	0.04	0.5
2.0	0.2	0.3	1	1	107	6	47	0.02	0.99	0.67	0.5	0.02	0.04	0.5
2.0	0.2	0.4	1	1	107	6	47	0.02	0.99	0.67	0.5	0.02	0.04	0.5
2.0	0.2	0.5	2	1	107	6	46	0.04	0.99	0.67	0.67	0.04	0.08	0.33
2.0	0.2	0.6	2	1	107	6	46	0.04	0.99	0.67	0.67	0.04	0.08	0.33
2.0	0.2	0.7	3	1	107	6	45	0.06	0.99	0.68	0.75	0.06	0.11	0.25
2.0	0.2	0.8	7	1	107	6	41	0.13	0.99	0.7	0.88	0.13	0.23	0.12
2.0	0.2	0.9	11	1	107	6	37	0.2	0.99	0.73	0.92	0.2	0.33	0.08
2.0	0.2	1.0	20	1	107	6	28	0.37	0.99	0.78	0.95	0.37	0.53	0.05
2.0	0.3	0.0	2	1	107	6	46	0.04	0.99	0.67	0.67	0.04	0.08	0.33
2.0	0.3	0.1	2	1	107	6	46	0.04	0.99	0.67	0.67	0.04	0.08	0.33
2.0	0.3	0.2	3	1	107	6	45	0.06	0.99	0.68	0.75	0.06	0.11	0.25
2.0	0.3	0.3	6	1	107	6	42	0.11	0.99	0.7	0.86	0.11	0.2	0.14
2.0	0.3	0.4	6	1	107	6	42	0.11	0.99	0.7	0.86	0.11	0.2	0.14
2.0	0.3	0.5	7	1	107	6	41	0.13	0.99	0.7	0.88	0.13	0.23	0.12
2.0	0.3	0.6	10	1	107	6	38	0.19	0.99	0.72	0.91	0.19	0.31	0.09
2.0	0.3	0.7	18	1	107	6	30	0.33	0.99	0.77	0.95	0.33	0.49	0.05
2.0	0.3	0.8	25	1	107	6	23	0.46	0.99	0.81	0.96	0.46	0.62	0.04
2.0	0.3	0.9	31	1	107	6	17	0.57	0.99	0.85	0.97	0.57	0.72	0.03
2.0	0.3	1.0	37	1	107	6	11	0.69	0.99	0.89	0.97	0.69	0.81	0.03
2.0	0.4	0.0	6	1	107	6	42	0.11	0.99	0.7	0.86	0.11	0.2	0.14
