LLOD	score	w_comp	TP	FP	TN	FN_u	FN_d	sens.	spec.	acc.	prec.	recall	F1	FDR
0.1	0.1	0.0	0	0	490	23	37	0.0	1.0	0.89	0.0	0.0	0.0	1.0
0.1	0.1	0.1	0	0	490	23	37	0.0	1.0	0.89	0.0	0.0	0.0	1.0
0.1	0.1	0.2	0	0	490	23	37	0.0	1.0	0.89	0.0	0.0	0.0	1.0
0.1	0.1	0.3	0	0	490	23	37	0.0	1.0	0.89	0.0	0.0	0.0	1.0
0.1	0.1	0.4	0	0	490	23	37	0.0	1.0	0.89	0.0	0.0	0.0	1.0
0.1	0.1	0.5	0	0	490	23	37	0.0	1.0	0.89	0.0	0.0	0.0	1.0
0.1	0.1	0.6	1	0	490	23	36	0.02	1.0	0.89	1.0	0.02	0.04	0.0
0.1	0.1	0.7	1	0	490	23	36	0.02	1.0	0.89	1.0	0.02	0.04	0.0
0.1	0.1	0.8	2	0	490	23	35	0.03	1.0	0.89	1.0	0.03	0.06	0.0
0.1	0.1	0.9	3	0	490	23	34	0.05	1.0	0.9	1.0	0.05	0.1	0.0
0.1	0.1	1.0	6	0	490	23	31	0.1	1.0	0.9	1.0	0.1	0.18	0.0
0.1	0.2	0.0	1	0	490	23	36	0.02	1.0	0.89	1.0	0.02	0.04	0.0
0.1	0.2	0.1	1	0	490	23	36	0.02	1.0	0.89	1.0	0.02	0.04	0.0
0.1	0.2	0.2	1	0	490	23	36	0.02	1.0	0.89	1.0	0.02	0.04	0.0
0.1	0.2	0.3	1	0	490	23	36	0.02	1.0	0.89	1.0	0.02	0.04	0.0
0.1	0.2	0.4	1	0	490	23	36	0.02	1.0	0.89	1.0	0.02	0.04	0.0
0.1	0.2	0.5	2	0	490	23	35	0.03	1.0	0.89	1.0	0.03	0.06	0.0
0.1	0.2	0.6	4	0	490	23	33	0.07	1.0	0.9	1.0	0.07	0.13	0.0
0.1	0.2	0.7	7	0	490	23	30	0.12	1.0	0.9	1.0	0.12	0.21	0.0
0.1	0.2	0.8	10	1	489	23	27	0.17	1.0	0.91	0.91	0.17	0.29	0.09
0.1	0.2	0.9	13	2	488	23	24	0.22	1.0	0.91	0.87	0.22	0.35	0.13
0.1	0.2	1.0	17	2	488	23	20	0.28	1.0	0.92	0.89	0.28	0.43	0.11
0.1	0.3	0.0	3	0	490	23	34	0.05	1.0	0.9	1.0	0.05	0.1	0.0
0.1	0.3	0.1	3	0	490	23	34	0.05	1.0	0.9	1.0	0.05	0.1	0.0
0.1	0.3	0.2	3	0	490	23	34	0.05	1.0	0.9	1.0	0.05	0.1	0.0
0.1	0.3	0.3	7	0	490	23	30	0.12	1.0	0.9	1.0	0.12	0.21	0.0
0.1	0.3	0.4	9	1	489	23	28	0.15	1.0	0.91	0.9	0.15	0.26	0.1
0.1	0.3	0.5	10	1	489	23	27	0.17	1.0	0.91	0.91	0.17	0.29	0.09
0.1	0.3	0.6	13	2	488	23	24	0.22	1.0	0.91	0.87	0.22	0.35	0.13
0.1	0.3	0.7	19	2	488	23	18	0.32	1.0	0.92	0.9	0.32	0.47	0.1
0.1	0.3	0.8	22	2	488	23	15	0.37	1.0	0.93	0.92	0.37	0.53	0.08
0.1	0.3	0.9	24	3	487	23	13	0.4	0.99	0.93	0.89	0.4	0.55	0.11
0.1	0.3	1.0	28	4	486	23	9	0.47	0.99	0.93	0.88	0.47	0.61	0.12
0.1	0.4	0.0	7	1	489	23	30	0.12	1.0	0.9	0.88	0.12	0.21	0.12
0.1	0.4	0.1	9	1	489	23	28	0.15	1.0	0.91	0.9	0.15	0.26	0.1
0.1	0.4	0.2	10	1	489	23	27	0.17	1.0	0.91	0.91	0.17	0.29	0.09
0.1	0.4	0.3	13	2	488	23	24	0.22	1.0	0.91	0.87	0.22	0.35	0.13
0.1	0.4	0.4	18	2	488	23	19	0.3	1.0	0.92	0.9	0.3	0.45	0.1
0.1	0.4	0.5	21	2	488	23	16	0.35	1.0	0.93	0.91	0.35	0.51	0.09
