ng_range	score	w_comp	vaf_range 	TP	FP	TN	FN	FN_u	FN_o	sens.	spec.	acc.	youden	prec.	recall	F1	FDR	mean_youden
8.0_64.0	0.9	0.0	>=0.1_0.125	203	1290	12024	61	47	14	0.769	0.903	0.901	0.672	0.136	0.769	0.231	0.864	0.675
8.0_64.0	1.0	0.3	>=0.25    	175	229	3324	45	34	11	0.795	0.936	0.927	0.731	0.433	0.795	0.561	0.567	0.705
8.0_64.0	1.2	0.9	>=0.375   	144	67	874	32	25	7	0.818	0.929	0.911	0.747	0.682	0.818	0.744	0.318	0.721
8.0_64.0	1.2	0.9	>=0.5     	117	56	638	23	18	5	0.836	0.919	0.905	0.755	0.676	0.836	0.748	0.324	0.727
8.0_64.0	1.2	0.6	>=0.7_0.75	73	33	214	15	12	3	0.83	0.866	0.857	0.696	0.689	0.83	0.753	0.311	0.69
8.0_64.0	0.8	0.0	>=1.0     	36	15	78	8	6	2	0.818	0.839	0.832	0.657	0.706	0.818	0.758	0.294	0.657
