vaf_values	ng_range	score	w_comp	TP	FP	TN	FN	FN_u	FN_o	sens.	spec.	acc.	youden	prec.	recall	F1	FDR
0.0       	4.0_64.0	0.9	0.5	0	13852	107240	66	65	1	0.0	0.886	0.885	-0.114	0.0	0.0	0.0	1.0
0.0       	8.0_64.0	0.9	0.5	0	9330	70820	44	43	1	0.0	0.884	0.883	-0.116	0.0	0.0	0.0	1.0
