LLOD	score	w_comp	TP	FP	TN	FN_u	FN_d	sens.	spec.	acc.	prec.	recall	F1	FDR
2.0	0.6	0.5	43	39	122	1	10	0.796	0.758	0.767	0.524	0.796	0.632	0.476
2.0	0.6	0.4	46	40	121	1	7	0.852	0.752	0.777	0.535	0.852	0.657	0.465
2.0	0.7	0.7	45	41	120	1	8	0.833	0.745	0.767	0.523	0.833	0.643	0.477
2.0	0.6	0.0	47	44	117	1	6	0.87	0.727	0.763	0.516	0.87	0.648	0.484
2.0	0.6	0.1	47	44	117	1	6	0.87	0.727	0.763	0.516	0.87	0.648	0.484
2.0	0.6	0.2	47	44	117	1	6	0.87	0.727	0.763	0.516	0.87	0.648	0.484
2.0	0.7	0.3	47	44	117	1	6	0.87	0.727	0.763	0.516	0.87	0.648	0.484
2.0	0.7	0.4	47	44	117	1	6	0.87	0.727	0.763	0.516	0.87	0.648	0.484
2.0	0.7	0.5	47	44	117	1	6	0.87	0.727	0.763	0.516	0.87	0.648	0.484
2.0	0.8	0.8	47	44	117	1	6	0.87	0.727	0.763	0.516	0.87	0.648	0.484
2.0	0.9	1.0	47	44	117	1	6	0.87	0.727	0.763	0.516	0.87	0.648	0.484
2.0	0.5	0.2	45	39	122	1	8	0.833	0.758	0.777	0.536	0.833	0.652	0.464
2.0	0.5	0.3	42	36	125	1	11	0.778	0.776	0.777	0.538	0.778	0.636	0.462
2.0	0.5	0.0	47	40	121	1	6	0.87	0.752	0.781	0.54	0.87	0.666	0.46
2.0	0.5	0.1	46	39	122	1	7	0.852	0.758	0.781	0.541	0.852	0.662	0.459
2.0	0.6	0.3	47	41	120	1	6	0.87	0.745	0.777	0.534	0.87	0.662	0.466
2.0	0.8	0.7	47	44	117	1	6	0.87	0.727	0.763	0.516	0.87	0.648	0.484
2.0	0.4	0.0	43	35	126	1	10	0.796	0.783	0.786	0.551	0.796	0.651	0.449
