ng_range	score	w_comp	vaf_range 	TP	FP	TN	FN	FN_u	FN_o	sens.	spec.	acc.	youden	prec.	recall	F1	FDR	mean_youden
8.0_64.0	0.2	0.5	0.375     	1	0	247	35	7	28	0.028	1.0	0.876	0.028	1.0	0.028	0.054	0.0	0.028
8.0_64.0	0.2	0.6	0.375     	1	0	247	35	7	28	0.028	1.0	0.876	0.028	1.0	0.028	0.054	0.0	0.028
8.0_64.0	1.9	0.5	0.1_0.125 	31	6628	3133	13	13	0	0.705	0.321	0.323	0.026	0.005	0.705	0.01	0.995	0.026
4.0_64.0	1.8	0.8	0.1_0.125 	41	9016	6120	25	25	0	0.621	0.404	0.405	0.025	0.005	0.621	0.01	0.995	0.025
8.0_64.0	0.1	0.0	1.0       	1	0	93	43	6	37	0.023	1.0	0.686	0.023	1.0	0.023	0.045	0.0	0.023
8.0_64.0	0.2	0.2	0.7_0.75  	1	0	154	43	6	37	0.023	1.0	0.783	0.023	1.0	0.023	0.045	0.0	0.023
8.0_64.0	0.2	0.3	0.7_0.75  	1	0	154	43	6	37	0.023	1.0	0.783	0.023	1.0	0.023	0.045	0.0	0.023
8.0_64.0	0.2	0.7	1.0       	1	0	93	43	6	37	0.023	1.0	0.686	0.023	1.0	0.023	0.045	0.0	0.023
8.0_64.0	0.2	0.8	1.0       	1	0	93	43	6	37	0.023	1.0	0.686	0.023	1.0	0.023	0.045	0.0	0.023
8.0_64.0	2.0	0.8	0.1_0.125 	31	6675	3086	13	13	0	0.705	0.316	0.318	0.021	0.005	0.705	0.01	0.995	0.021
4.0_64.0	0.2	0.4	0.375     	1	0	438	53	11	42	0.019	1.0	0.892	0.019	1.0	0.019	0.037	0.0	0.019
4.0_64.0	0.2	0.5	0.375     	1	0	438	53	11	42	0.019	1.0	0.892	0.019	1.0	0.019	0.037	0.0	0.019
4.0_64.0	0.2	0.6	0.375     	1	0	438	53	11	42	0.019	1.0	0.892	0.019	1.0	0.019	0.037	0.0	0.019
8.0_64.0	0.1	0.0	0.5       	1	0	447	51	6	45	0.019	1.0	0.898	0.019	1.0	0.019	0.037	0.0	0.019
8.0_64.0	0.1	0.1	0.5       	1	0	447	51	6	45	0.019	1.0	0.898	0.019	1.0	0.019	0.037	0.0	0.019
8.0_64.0	0.1	0.2	0.5       	1	0	447	51	6	45	0.019	1.0	0.898	0.019	1.0	0.019	0.037	0.0	0.019
8.0_64.0	0.2	0.4	0.5       	1	0	447	51	6	45	0.019	1.0	0.898	0.019	1.0	0.019	0.037	0.0	0.019
8.0_64.0	0.2	0.5	0.5       	1	0	447	51	6	45	0.019	1.0	0.898	0.019	1.0	0.019	0.037	0.0	0.019
4.0_64.0	0.2	0.6	0.1_0.125 	2	203	14933	64	25	39	0.03	0.987	0.982	0.017	0.01	0.03	0.015	0.99	0.017
4.0_64.0	0.3	1.0	0.1_0.125 	2	197	14939	64	25	39	0.03	0.987	0.983	0.017	0.01	0.03	0.015	0.99	0.017
4.0_64.0	1.6	0.1	0.1_0.125 	41	9146	5990	25	25	0	0.621	0.396	0.397	0.017	0.004	0.621	0.008	0.996	0.017
4.0_64.0	1.6	0.2	0.1_0.125 	40	8911	6225	26	25	1	0.606	0.411	0.412	0.017	0.004	0.606	0.008	0.996	0.017
8.0_64.0	1.8	0.1	0.1_0.125 	31	6715	3046	13	13	0	0.705	0.312	0.314	0.017	0.005	0.705	0.01	0.995	0.017
4.0_64.0	0.2	0.5	0.1_0.125 	2	219	14917	64	25	39	0.03	0.986	0.981	0.016	0.009	0.03	0.014	0.991	0.016
4.0_64.0	0.1	0.0	0.25      	1	1	4558	65	19	46	0.015	1.0	0.986	0.015	0.5	0.015	0.029	0.5	0.015
4.0_64.0	0.1	0.0	1.0       	1	0	166	65	9	56	0.015	1.0	0.72	0.015	1.0	0.015	0.03	0.0	0.015
4.0_64.0	0.2	0.4	0.1_0.125 	2	233	14903	64	25	39	0.03	0.985	0.98	0.015	0.009	0.03	0.014	0.991	0.015
4.0_64.0	0.2	0.4	0.7_0.75  	1	0	284	65	9	56	0.015	1.0	0.814	0.015	1.0	0.015	0.03	0.0	0.015
4.0_64.0	0.2	0.5	0.7_0.75  	1	0	284	65	9	56	0.015	1.0	0.814	0.015	1.0	0.015	0.03	0.0	0.015
4.0_64.0	0.2	0.6	0.7_0.75  	1	0	284	65	9	56	0.015	1.0	0.814	0.015	1.0	0.015	0.03	0.0	0.015
4.0_64.0	0.2	0.7	0.7_0.75  	1	0	284	65	9	56	0.015	1.0	0.814	0.015	1.0	0.015	0.03	0.0	0.015
4.0_64.0	0.2	0.7	1.0       	1	0	166	65	9	56	0.015	1.0	0.72	0.015	1.0	0.015	0.03	0.0	0.015
4.0_64.0	0.2	0.8	0.7_0.75  	1	0	284	65	9	56	0.015	1.0	0.814	0.015	1.0	0.015	0.03	0.0	0.015
4.0_64.0	0.2	0.8	1.0       	1	0	166	65	9	56	0.015	1.0	0.72	0.015	1.0	0.015	0.03	0.0	0.015
8.0_64.0	1.9	0.4	0.1_0.125 	31	6732	3029	13	13	0	0.705	0.31	0.312	0.015	0.005	0.705	0.01	0.995	0.015
4.0_64.0	1.7	0.4	0.1_0.125 	41	9195	5941	25	25	0	0.621	0.393	0.394	0.014	0.004	0.621	0.008	0.996	0.014
8.0_64.0	0.2	1.0	0.1_0.125 	1	86	9675	43	13	30	0.023	0.991	0.987	0.014	0.011	0.023	0.015	0.989	0.014
4.0_64.0	0.1	0.0	0.5       	1	0	822	77	11	66	0.013	1.0	0.914	0.013	1.0	0.013	0.026	0.0	0.013
4.0_64.0	0.1	0.1	0.5       	1	0	822	77	11	66	0.013	1.0	0.914	0.013	1.0	0.013	0.026	0.0	0.013
4.0_64.0	0.1	0.2	0.5       	1	0	822	77	11	66	0.013	1.0	0.914	0.013	1.0	0.013	0.026	0.0	0.013
4.0_64.0	0.2	0.4	0.5       	1	0	822	77	11	66	0.013	1.0	0.914	0.013	1.0	0.013	0.026	0.0	0.013
4.0_64.0	0.2	0.5	0.5       	1	0	822	77	11	66	0.013	1.0	0.914	0.013	1.0	0.013	0.026	0.0	0.013
8.0_64.0	0.2	0.8	0.1_0.125 	1	112	9649	43	13	30	0.023	0.989	0.984	0.012	0.009	0.023	0.013	0.991	0.012
8.0_64.0	0.2	0.9	0.1_0.125 	1	106	9655	43	13	30	0.023	0.989	0.985	0.012	0.009	0.023	0.013	0.991	0.012
4.0_64.0	1.8	0.7	0.1_0.125 	41	9227	5909	25	25	0	0.621	0.39	0.391	0.011	0.004	0.621	0.008	0.996	0.011
8.0_64.0	0.2	0.7	0.1_0.125 	1	125	9636	43	13	30	0.023	0.987	0.983	0.01	0.008	0.023	0.012	0.992	0.01
8.0_64.0	2.0	0.7	0.1_0.125 	31	6796	2965	13	13	0	0.705	0.304	0.306	0.009	0.005	0.705	0.01	0.995	0.009
4.0_64.0	0.2	1.0	0.1_0.125 	1	126	15010	65	25	40	0.015	0.992	0.987	0.007	0.008	0.015	0.01	0.992	0.007
8.0_64.0	0.1	0.0	0.1_0.125 	1	164	9597	43	13	30	0.023	0.983	0.979	0.006	0.006	0.023	0.01	0.994	0.006
4.0_64.0	0.2	0.9	0.1_0.125 	1	150	14986	65	25	40	0.015	0.99	0.986	0.005	0.007	0.015	0.01	0.993	0.005
4.0_64.0	1.9	1.0	0.1_0.125 	41	9328	5808	25	25	0	0.621	0.384	0.385	0.005	0.004	0.621	0.008	0.996	0.005
4.0_64.0	0.2	0.8	0.1_0.125 	1	159	14977	65	25	40	0.015	0.989	0.985	0.004	0.006	0.015	0.009	0.994	0.004
8.0_64.0	0.2	0.1	0.7_0.75  	1	3	151	43	6	37	0.023	0.981	0.768	0.004	0.25	0.023	0.042	0.75	0.004
4.0_64.0	0.2	0.7	0.1_0.125 	1	178	14958	65	25	40	0.015	0.988	0.984	0.003	0.006	0.015	0.009	0.994	0.003
8.0_64.0	1.8	0.0	0.1_0.125 	31	6849	2912	13	13	0	0.705	0.298	0.3	0.003	0.005	0.705	0.01	0.995	0.003
4.0_64.0	1.6	0.0	0.1_0.125 	41	9364	5772	25	25	0	0.621	0.381	0.382	0.002	0.004	0.621	0.008	0.996	0.002
8.0_64.0	1.9	0.3	0.1_0.125 	31	6875	2886	13	13	0	0.705	0.296	0.298	0.001	0.004	0.705	0.008	0.996	0.001
4.0_64.0	0.1	0.0	0.1_0.125 	1	234	14902	65	25	40	0.015	0.985	0.98	0.0	0.004	0.015	0.006	0.996	0.0
4.0_64.0	0.1	0.0	0.375     	0	0	438	54	11	43	0.0	1.0	0.89	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.0	0.7_0.75  	0	0	284	66	9	57	0.0	1.0	0.811	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.1	0.25      	0	0	4559	66	19	47	0.0	1.0	0.986	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.1	0.375     	0	0	438	54	11	43	0.0	1.0	0.89	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.1	0.7_0.75  	0	0	284	66	9	57	0.0	1.0	0.811	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.1	1.0       	0	0	166	66	9	57	0.0	1.0	0.716	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.2	0.25      	0	0	4559	66	19	47	0.0	1.0	0.986	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.2	0.375     	0	0	438	54	11	43	0.0	1.0	0.89	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.2	0.7_0.75  	0	0	284	66	9	57	0.0	1.0	0.811	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.2	1.0       	0	0	166	66	9	57	0.0	1.0	0.716	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.3	0.25      	0	0	4559	66	19	47	0.0	1.0	0.986	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.3	0.375     	0	0	438	54	11	43	0.0	1.0	0.89	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.3	0.5       	0	0	822	78	11	67	0.0	1.0	0.913	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.3	0.7_0.75  	0	0	284	66	9	57	0.0	1.0	0.811	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.3	1.0       	0	0	166	66	9	57	0.0	1.0	0.716	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.4	0.25      	0	0	4559	66	19	47	0.0	1.0	0.986	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.4	0.375     	0	0	438	54	11	43	0.0	1.0	0.89	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.4	0.5       	0	0	822	78	11	67	0.0	1.0	0.913	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.4	0.7_0.75  	0	0	284	66	9	57	0.0	1.0	0.811	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.4	1.0       	0	0	166	66	9	57	0.0	1.0	0.716	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.5	0.25      	0	0	4559	66	19	47	0.0	1.0	0.986	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.5	0.375     	0	0	438	54	11	43	0.0	1.0	0.89	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.5	0.5       	0	0	822	78	11	67	0.0	1.0	0.913	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.5	0.7_0.75  	0	0	284	66	9	57	0.0	1.0	0.811	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.5	1.0       	0	0	166	66	9	57	0.0	1.0	0.716	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.6	0.25      	0	0	4559	66	19	47	0.0	1.0	0.986	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.6	0.375     	0	0	438	54	11	43	0.0	1.0	0.89	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.6	0.5       	0	0	822	78	11	67	0.0	1.0	0.913	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.6	0.7_0.75  	0	0	284	66	9	57	0.0	1.0	0.811	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.6	1.0       	0	0	166	66	9	57	0.0	1.0	0.716	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.7	0.25      	0	0	4559	66	19	47	0.0	1.0	0.986	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.7	0.375     	0	0	438	54	11	43	0.0	1.0	0.89	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.7	0.5       	0	0	822	78	11	67	0.0	1.0	0.913	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.7	0.7_0.75  	0	0	284	66	9	57	0.0	1.0	0.811	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.7	1.0       	0	0	166	66	9	57	0.0	1.0	0.716	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.8	0.25      	0	0	4559	66	19	47	0.0	1.0	0.986	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.8	0.375     	0	0	438	54	11	43	0.0	1.0	0.89	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.8	0.5       	0	0	822	78	11	67	0.0	1.0	0.913	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.8	0.7_0.75  	0	0	284	66	9	57	0.0	1.0	0.811	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.8	1.0       	0	0	166	66	9	57	0.0	1.0	0.716	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.9	0.25      	0	0	4559	66	19	47	0.0	1.0	0.986	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.9	0.375     	0	0	438	54	11	43	0.0	1.0	0.89	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.9	0.5       	0	0	822	78	11	67	0.0	1.0	0.913	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.9	0.7_0.75  	0	0	284	66	9	57	0.0	1.0	0.811	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	0.9	1.0       	0	0	166	66	9	57	0.0	1.0	0.716	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	1.0	0.25      	0	0	4559	66	19	47	0.0	1.0	0.986	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	1.0	0.375     	0	0	438	54	11	43	0.0	1.0	0.89	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	1.0	0.5       	0	0	822	78	11	67	0.0	1.0	0.913	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	1.0	0.7_0.75  	0	0	284	66	9	57	0.0	1.0	0.811	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.1	1.0	1.0       	0	0	166	66	9	57	0.0	1.0	0.716	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.2	0.5	0.25      	0	2	4557	66	19	47	0.0	1.0	0.985	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.2	0.6	0.25      	0	1	4558	66	19	47	0.0	1.0	0.986	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.2	0.6	0.5       	0	0	822	78	11	67	0.0	1.0	0.913	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.2	0.7	0.25      	0	0	4559	66	19	47	0.0	1.0	0.986	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.2	0.7	0.375     	0	0	438	54	11	43	0.0	1.0	0.89	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.2	0.7	0.5       	0	0	822	78	11	67	0.0	1.0	0.913	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.2	0.8	0.25      	0	0	4559	66	19	47	0.0	1.0	0.986	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.2	0.8	0.375     	0	0	438	54	11	43	0.0	1.0	0.89	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.2	0.8	0.5       	0	0	822	78	11	67	0.0	1.0	0.913	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.2	0.9	0.25      	0	0	4559	66	19	47	0.0	1.0	0.986	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.2	0.9	0.375     	0	0	438	54	11	43	0.0	1.0	0.89	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.2	0.9	0.5       	0	0	822	78	11	67	0.0	1.0	0.913	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.2	0.9	0.7_0.75  	0	0	284	66	9	57	0.0	1.0	0.811	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.2	0.9	1.0       	0	0	166	66	9	57	0.0	1.0	0.716	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.2	1.0	0.25      	0	0	4559	66	19	47	0.0	1.0	0.986	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.2	1.0	0.375     	0	0	438	54	11	43	0.0	1.0	0.89	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.2	1.0	0.5       	0	0	822	78	11	67	0.0	1.0	0.913	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.2	1.0	0.7_0.75  	0	0	284	66	9	57	0.0	1.0	0.811	0.0	0.0	0.0	0.0	1.0	0.0
4.0_64.0	0.2	1.0	1.0       	0	0	166	66	9	57	0.0	1.0	0.716	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.0	0.25      	0	0	2612	44	9	35	0.0	1.0	0.983	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.0	0.375     	0	0	247	36	7	29	0.0	1.0	0.873	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.0	0.7_0.75  	0	0	154	44	6	38	0.0	1.0	0.778	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.1	0.25      	0	0	2612	44	9	35	0.0	1.0	0.983	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.1	0.375     	0	0	247	36	7	29	0.0	1.0	0.873	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.1	0.7_0.75  	0	0	154	44	6	38	0.0	1.0	0.778	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.1	1.0       	0	0	93	44	6	38	0.0	1.0	0.679	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.2	0.25      	0	0	2612	44	9	35	0.0	1.0	0.983	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.2	0.375     	0	0	247	36	7	29	0.0	1.0	0.873	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.2	0.7_0.75  	0	0	154	44	6	38	0.0	1.0	0.778	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.2	1.0       	0	0	93	44	6	38	0.0	1.0	0.679	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.3	0.25      	0	0	2612	44	9	35	0.0	1.0	0.983	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.3	0.375     	0	0	247	36	7	29	0.0	1.0	0.873	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.3	0.5       	0	0	447	52	6	46	0.0	1.0	0.896	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.3	0.7_0.75  	0	0	154	44	6	38	0.0	1.0	0.778	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.3	1.0       	0	0	93	44	6	38	0.0	1.0	0.679	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.4	0.25      	0	0	2612	44	9	35	0.0	1.0	0.983	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.4	0.375     	0	0	247	36	7	29	0.0	1.0	0.873	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.4	0.5       	0	0	447	52	6	46	0.0	1.0	0.896	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.4	0.7_0.75  	0	0	154	44	6	38	0.0	1.0	0.778	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.4	1.0       	0	0	93	44	6	38	0.0	1.0	0.679	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.5	0.25      	0	0	2612	44	9	35	0.0	1.0	0.983	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.5	0.375     	0	0	247	36	7	29	0.0	1.0	0.873	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.5	0.5       	0	0	447	52	6	46	0.0	1.0	0.896	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.5	0.7_0.75  	0	0	154	44	6	38	0.0	1.0	0.778	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.5	1.0       	0	0	93	44	6	38	0.0	1.0	0.679	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.6	0.25      	0	0	2612	44	9	35	0.0	1.0	0.983	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.6	0.375     	0	0	247	36	7	29	0.0	1.0	0.873	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.6	0.5       	0	0	447	52	6	46	0.0	1.0	0.896	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.6	0.7_0.75  	0	0	154	44	6	38	0.0	1.0	0.778	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.6	1.0       	0	0	93	44	6	38	0.0	1.0	0.679	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.7	0.25      	0	0	2612	44	9	35	0.0	1.0	0.983	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.7	0.375     	0	0	247	36	7	29	0.0	1.0	0.873	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.7	0.5       	0	0	447	52	6	46	0.0	1.0	0.896	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.7	0.7_0.75  	0	0	154	44	6	38	0.0	1.0	0.778	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.7	1.0       	0	0	93	44	6	38	0.0	1.0	0.679	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.8	0.25      	0	0	2612	44	9	35	0.0	1.0	0.983	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.8	0.375     	0	0	247	36	7	29	0.0	1.0	0.873	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.8	0.5       	0	0	447	52	6	46	0.0	1.0	0.896	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.8	0.7_0.75  	0	0	154	44	6	38	0.0	1.0	0.778	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.8	1.0       	0	0	93	44	6	38	0.0	1.0	0.679	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.9	0.25      	0	0	2612	44	9	35	0.0	1.0	0.983	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.9	0.375     	0	0	247	36	7	29	0.0	1.0	0.873	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.9	0.5       	0	0	447	52	6	46	0.0	1.0	0.896	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.9	0.7_0.75  	0	0	154	44	6	38	0.0	1.0	0.778	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	0.9	1.0       	0	0	93	44	6	38	0.0	1.0	0.679	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	1.0	0.25      	0	0	2612	44	9	35	0.0	1.0	0.983	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	1.0	0.375     	0	0	247	36	7	29	0.0	1.0	0.873	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	1.0	0.5       	0	0	447	52	6	46	0.0	1.0	0.896	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	1.0	0.7_0.75  	0	0	154	44	6	38	0.0	1.0	0.778	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.1	1.0	1.0       	0	0	93	44	6	38	0.0	1.0	0.679	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.2	0.3	0.25      	0	1	2611	44	9	35	0.0	1.0	0.983	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.2	0.4	0.25      	0	1	2611	44	9	35	0.0	1.0	0.983	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.2	0.4	0.7_0.75  	0	0	154	44	6	38	0.0	1.0	0.778	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.2	0.5	0.25      	0	1	2611	44	9	35	0.0	1.0	0.983	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.2	0.5	0.7_0.75  	0	0	154	44	6	38	0.0	1.0	0.778	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.2	0.6	0.25      	0	0	2612	44	9	35	0.0	1.0	0.983	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.2	0.6	0.5       	0	0	447	52	6	46	0.0	1.0	0.896	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.2	0.6	0.7_0.75  	0	0	154	44	6	38	0.0	1.0	0.778	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.2	0.7	0.25      	0	0	2612	44	9	35	0.0	1.0	0.983	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.2	0.7	0.375     	0	0	247	36	7	29	0.0	1.0	0.873	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.2	0.7	0.5       	0	0	447	52	6	46	0.0	1.0	0.896	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.2	0.7	0.7_0.75  	0	0	154	44	6	38	0.0	1.0	0.778	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.2	0.8	0.25      	0	0	2612	44	9	35	0.0	1.0	0.983	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.2	0.8	0.375     	0	0	247	36	7	29	0.0	1.0	0.873	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.2	0.8	0.5       	0	0	447	52	6	46	0.0	1.0	0.896	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.2	0.8	0.7_0.75  	0	0	154	44	6	38	0.0	1.0	0.778	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.2	0.9	0.25      	0	0	2612	44	9	35	0.0	1.0	0.983	0.0	0.0	0.0	0.0	1.0	0.0
8.0_64.0	0.2	0.9	0.375     	0	0	247	36	7	29	0.0	1.0	0.873	0.0	0.0	0.0	0.0	1.0	0.0
