LLOD	score	w_comp	TP	FP	TN	FN_u	FN_d	sens.	spec.	acc.	prec.	recall	F1	FDR
2.0	0.6	0.5	31	0	64	0	1	0.969	1.0	0.99	1.0	0.969	0.984	0.0
2.0	0.6	0.4	31	0	64	0	1	0.969	1.0	0.99	1.0	0.969	0.984	0.0
2.0	0.7	0.7	31	0	64	0	1	0.969	1.0	0.99	1.0	0.969	0.984	0.0
2.0	0.6	0.0	32	0	64	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.6	0.1	32	0	64	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.6	0.2	32	0	64	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.7	0.3	32	0	64	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.7	0.4	32	0	64	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.7	0.5	32	0	64	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.8	0.8	32	0	64	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.9	1.0	32	0	64	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.5	0.2	31	0	64	0	1	0.969	1.0	0.99	1.0	0.969	0.984	0.0
2.0	0.5	0.3	31	0	64	0	1	0.969	1.0	0.99	1.0	0.969	0.984	0.0
2.0	0.5	0.0	32	0	64	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.5	0.1	32	0	64	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.6	0.3	32	0	64	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.8	0.7	32	0	64	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.4	0.0	31	0	64	0	1	0.969	1.0	0.99	1.0	0.969	0.984	0.0
