LLOD	score	w_comp	TP	FP	TN	FN_u	FN_d	sens.	spec.	acc.	prec.	recall	F1	FDR
0.75	0.6	0.5	17	8	68	0	3	0.85	0.895	0.885	0.68	0.85	0.756	0.32
0.75	0.6	0.4	18	8	68	0	2	0.9	0.895	0.896	0.692	0.9	0.782	0.308
0.75	0.7	0.7	18	9	67	0	2	0.9	0.882	0.885	0.667	0.9	0.766	0.333
0.75	0.6	0.0	18	9	67	0	2	0.9	0.882	0.885	0.667	0.9	0.766	0.333
0.75	0.6	0.1	18	9	67	0	2	0.9	0.882	0.885	0.667	0.9	0.766	0.333
0.75	0.6	0.2	18	9	67	0	2	0.9	0.882	0.885	0.667	0.9	0.766	0.333
0.75	0.7	0.3	18	9	67	0	2	0.9	0.882	0.885	0.667	0.9	0.766	0.333
0.75	0.7	0.4	18	9	67	0	2	0.9	0.882	0.885	0.667	0.9	0.766	0.333
0.75	0.7	0.5	18	9	67	0	2	0.9	0.882	0.885	0.667	0.9	0.766	0.333
0.75	0.8	0.8	18	9	67	0	2	0.9	0.882	0.885	0.667	0.9	0.766	0.333
0.75	0.9	1.0	18	9	67	0	2	0.9	0.882	0.885	0.667	0.9	0.766	0.333
0.75	0.5	0.2	17	8	68	0	3	0.85	0.895	0.885	0.68	0.85	0.756	0.32
0.75	0.5	0.3	17	8	68	0	3	0.85	0.895	0.885	0.68	0.85	0.756	0.32
0.75	0.5	0.0	18	8	68	0	2	0.9	0.895	0.896	0.692	0.9	0.782	0.308
0.75	0.5	0.1	18	8	68	0	2	0.9	0.895	0.896	0.692	0.9	0.782	0.308
0.75	0.6	0.3	18	9	67	0	2	0.9	0.882	0.885	0.667	0.9	0.766	0.333
0.75	0.8	0.7	18	9	67	0	2	0.9	0.882	0.885	0.667	0.9	0.766	0.333
0.75	0.4	0.0	17	8	68	0	3	0.85	0.895	0.885	0.68	0.85	0.756	0.32
