LLOD	score	w_comp	TP	FP	TN	FN_u	FN_d	sens.	spec.	acc.	prec.	recall	F1	FDR
0.75	0.6	0.5	39	30	185	0	1	0.975	0.86	0.878	0.565	0.975	0.715	0.435
0.75	0.6	0.4	39	31	184	0	1	0.975	0.856	0.875	0.557	0.975	0.709	0.443
0.75	0.7	0.7	39	32	183	0	1	0.975	0.851	0.871	0.549	0.975	0.702	0.451
0.75	0.6	0.0	39	34	181	0	1	0.975	0.842	0.863	0.534	0.975	0.69	0.466
0.75	0.6	0.1	39	32	183	0	1	0.975	0.851	0.871	0.549	0.975	0.702	0.451
0.75	0.6	0.2	39	32	183	0	1	0.975	0.851	0.871	0.549	0.975	0.702	0.451
0.75	0.7	0.3	39	35	180	0	1	0.975	0.837	0.859	0.527	0.975	0.684	0.473
0.75	0.7	0.4	39	34	181	0	1	0.975	0.842	0.863	0.534	0.975	0.69	0.466
0.75	0.7	0.5	39	34	181	0	1	0.975	0.842	0.863	0.534	0.975	0.69	0.466
0.75	0.8	0.8	39	33	182	0	1	0.975	0.847	0.867	0.542	0.975	0.697	0.458
0.75	0.9	1.0	39	35	180	0	1	0.975	0.837	0.859	0.527	0.975	0.684	0.473
0.75	0.5	0.2	39	30	185	0	1	0.975	0.86	0.878	0.565	0.975	0.715	0.435
0.75	0.5	0.3	38	29	186	0	2	0.95	0.865	0.878	0.567	0.95	0.71	0.433
0.75	0.5	0.0	39	32	183	0	1	0.975	0.851	0.871	0.549	0.975	0.702	0.451
0.75	0.5	0.1	39	31	184	0	1	0.975	0.856	0.875	0.557	0.975	0.709	0.443
0.75	0.6	0.3	39	31	184	0	1	0.975	0.856	0.875	0.557	0.975	0.709	0.443
0.75	0.8	0.7	39	36	179	0	1	0.975	0.833	0.855	0.52	0.975	0.678	0.48
0.75	0.4	0.0	38	27	188	0	2	0.95	0.874	0.886	0.585	0.95	0.724	0.415
