LLOD	score	w_comp	TP	FP	TN	FN_u	FN_d	sens.	spec.	acc.	prec.	recall	F1	FDR
0.1	0.6	0.5	33	78	602	26	13	0.458	0.885	0.844	0.297	0.458	0.36	0.703
0.1	0.6	0.4	33	83	597	26	13	0.458	0.878	0.838	0.284	0.458	0.351	0.716
0.1	0.7	0.7	33	86	594	26	13	0.458	0.874	0.834	0.277	0.458	0.345	0.723
0.1	0.6	0.0	33	113	567	26	13	0.458	0.834	0.798	0.226	0.458	0.303	0.774
0.1	0.6	0.1	33	105	575	26	13	0.458	0.846	0.809	0.239	0.458	0.314	0.761
0.1	0.6	0.2	33	100	580	26	13	0.458	0.853	0.815	0.248	0.458	0.322	0.752
0.1	0.7	0.3	33	112	568	26	13	0.458	0.835	0.799	0.228	0.458	0.304	0.772
0.1	0.7	0.4	33	107	573	26	13	0.458	0.843	0.806	0.236	0.458	0.311	0.764
0.1	0.7	0.5	33	104	576	26	13	0.458	0.847	0.81	0.241	0.458	0.316	0.759
0.1	0.8	0.8	33	104	576	26	13	0.458	0.847	0.81	0.241	0.458	0.316	0.759
0.1	0.9	1.0	33	113	567	26	13	0.458	0.834	0.798	0.226	0.458	0.303	0.774
0.1	0.5	0.2	33	75	605	26	13	0.458	0.89	0.848	0.306	0.458	0.367	0.694
0.1	0.5	0.3	32	73	607	26	14	0.444	0.893	0.85	0.305	0.444	0.362	0.695
0.1	0.5	0.0	33	85	595	26	13	0.458	0.875	0.835	0.28	0.458	0.348	0.72
0.1	0.5	0.1	33	80	600	26	13	0.458	0.882	0.842	0.292	0.458	0.357	0.708
0.1	0.6	0.3	33	90	590	26	13	0.458	0.868	0.828	0.268	0.458	0.338	0.732
0.1	0.8	0.7	33	110	570	26	13	0.458	0.838	0.802	0.231	0.458	0.307	0.769
0.1	0.4	0.0	33	70	610	26	13	0.458	0.897	0.855	0.32	0.458	0.377	0.68
