LLOD	score	w_comp	TP	FP	TN	FN_u	FN_d	sens.	spec.	acc.	prec.	recall	F1	FDR
2.0	0.1	0.0	2	0	56	0	28	0.067	1.0	0.674	1.0	0.067	0.126	0.0
2.0	0.1	0.1	0	0	56	0	30	0.0	1.0	0.651	0.0	0.0	0.0	1.0
2.0	0.1	0.2	0	0	56	0	30	0.0	1.0	0.651	0.0	0.0	0.0	1.0
2.0	0.1	0.3	0	0	56	0	30	0.0	1.0	0.651	0.0	0.0	0.0	1.0
2.0	0.1	0.4	0	0	56	0	30	0.0	1.0	0.651	0.0	0.0	0.0	1.0
2.0	0.1	0.5	0	0	56	0	30	0.0	1.0	0.651	0.0	0.0	0.0	1.0
2.0	0.1	0.6	0	0	56	0	30	0.0	1.0	0.651	0.0	0.0	0.0	1.0
2.0	0.1	0.7	0	0	56	0	30	0.0	1.0	0.651	0.0	0.0	0.0	1.0
2.0	0.1	0.8	0	0	56	0	30	0.0	1.0	0.651	0.0	0.0	0.0	1.0
2.0	0.1	0.9	0	0	56	0	30	0.0	1.0	0.651	0.0	0.0	0.0	1.0
2.0	0.1	1.0	0	0	56	0	30	0.0	1.0	0.651	0.0	0.0	0.0	1.0
2.0	0.2	0.0	18	0	56	0	12	0.6	1.0	0.86	1.0	0.6	0.75	0.0
2.0	0.2	0.1	9	0	56	0	21	0.3	1.0	0.756	1.0	0.3	0.462	0.0
2.0	0.2	0.2	4	0	56	0	26	0.133	1.0	0.698	1.0	0.133	0.235	0.0
2.0	0.2	0.3	3	0	56	0	27	0.1	1.0	0.686	1.0	0.1	0.182	0.0
2.0	0.2	0.4	2	0	56	0	28	0.067	1.0	0.674	1.0	0.067	0.126	0.0
2.0	0.2	0.5	1	0	56	0	29	0.033	1.0	0.663	1.0	0.033	0.064	0.0
2.0	0.2	0.6	0	0	56	0	30	0.0	1.0	0.651	0.0	0.0	0.0	1.0
2.0	0.2	0.7	0	0	56	0	30	0.0	1.0	0.651	0.0	0.0	0.0	1.0
2.0	0.2	0.8	0	0	56	0	30	0.0	1.0	0.651	0.0	0.0	0.0	1.0
2.0	0.2	0.9	0	0	56	0	30	0.0	1.0	0.651	0.0	0.0	0.0	1.0
2.0	0.2	1.0	0	0	56	0	30	0.0	1.0	0.651	0.0	0.0	0.0	1.0
2.0	0.3	0.0	29	0	56	0	1	0.967	1.0	0.988	1.0	0.967	0.983	0.0
2.0	0.3	0.1	28	0	56	0	2	0.933	1.0	0.977	1.0	0.933	0.965	0.0
2.0	0.3	0.2	24	0	56	0	6	0.8	1.0	0.93	1.0	0.8	0.889	0.0
2.0	0.3	0.3	16	0	56	0	14	0.533	1.0	0.837	1.0	0.533	0.695	0.0
2.0	0.3	0.4	8	0	56	0	22	0.267	1.0	0.744	1.0	0.267	0.421	0.0
2.0	0.3	0.5	4	0	56	0	26	0.133	1.0	0.698	1.0	0.133	0.235	0.0
2.0	0.3	0.6	2	0	56	0	28	0.067	1.0	0.674	1.0	0.067	0.126	0.0
2.0	0.3	0.7	2	0	56	0	28	0.067	1.0	0.674	1.0	0.067	0.126	0.0
2.0	0.3	0.8	2	0	56	0	28	0.067	1.0	0.674	1.0	0.067	0.126	0.0
2.0	0.3	0.9	2	0	56	0	28	0.067	1.0	0.674	1.0	0.067	0.126	0.0
2.0	0.3	1.0	2	0	56	0	28	0.067	1.0	0.674	1.0	0.067	0.126	0.0
2.0	0.4	0.0	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.4	0.1	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.4	0.2	29	0	56	0	1	0.967	1.0	0.988	1.0	0.967	0.983	0.0
2.0	0.4	0.3	29	0	56	0	1	0.967	1.0	0.988	1.0	0.967	0.983	0.0
2.0	0.4	0.4	26	0	56	0	4	0.867	1.0	0.953	1.0	0.867	0.929	0.0
2.0	0.4	0.5	20	0	56	0	10	0.667	1.0	0.884	1.0	0.667	0.8	0.0
2.0	0.4	0.6	16	0	56	0	14	0.533	1.0	0.837	1.0	0.533	0.695	0.0
2.0	0.4	0.7	8	0	56	0	22	0.267	1.0	0.744	1.0	0.267	0.421	0.0
2.0	0.4	0.8	4	0	56	0	26	0.133	1.0	0.698	1.0	0.133	0.235	0.0
2.0	0.4	0.9	3	0	56	0	27	0.1	1.0	0.686	1.0	0.1	0.182	0.0
2.0	0.4	1.0	2	0	56	0	28	0.067	1.0	0.674	1.0	0.067	0.126	0.0
2.0	0.5	0.0	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.5	0.1	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.5	0.2	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.5	0.3	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.5	0.4	29	0	56	0	1	0.967	1.0	0.988	1.0	0.967	0.983	0.0
2.0	0.5	0.5	29	0	56	0	1	0.967	1.0	0.988	1.0	0.967	0.983	0.0
2.0	0.5	0.6	28	0	56	0	2	0.933	1.0	0.977	1.0	0.933	0.965	0.0
2.0	0.5	0.7	26	0	56	0	4	0.867	1.0	0.953	1.0	0.867	0.929	0.0
2.0	0.5	0.8	17	0	56	0	13	0.567	1.0	0.849	1.0	0.567	0.724	0.0
2.0	0.5	0.9	12	0	56	0	18	0.4	1.0	0.791	1.0	0.4	0.571	0.0
2.0	0.5	1.0	7	0	56	0	23	0.233	1.0	0.733	1.0	0.233	0.378	0.0
2.0	0.6	0.0	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.6	0.1	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.6	0.2	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.6	0.3	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.6	0.4	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.6	0.5	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.6	0.6	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.6	0.7	29	0	56	0	1	0.967	1.0	0.988	1.0	0.967	0.983	0.0
2.0	0.6	0.8	29	0	56	0	1	0.967	1.0	0.988	1.0	0.967	0.983	0.0
2.0	0.6	0.9	28	0	56	0	2	0.933	1.0	0.977	1.0	0.933	0.965	0.0
2.0	0.6	1.0	24	0	56	0	6	0.8	1.0	0.93	1.0	0.8	0.889	0.0
2.0	0.7	0.0	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.7	0.1	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.7	0.2	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.7	0.3	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.7	0.4	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.7	0.5	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.7	0.6	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.7	0.7	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.7	0.8	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.7	0.9	29	0	56	0	1	0.967	1.0	0.988	1.0	0.967	0.983	0.0
2.0	0.7	1.0	29	0	56	0	1	0.967	1.0	0.988	1.0	0.967	0.983	0.0
2.0	0.8	0.0	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.8	0.1	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.8	0.2	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.8	0.3	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.8	0.4	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.8	0.5	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.8	0.6	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.8	0.7	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.8	0.8	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.8	0.9	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.8	1.0	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.9	0.0	30	1	55	0	0	1.0	0.982	0.988	0.968	1.0	0.984	0.032
2.0	0.9	0.1	30	1	55	0	0	1.0	0.982	0.988	0.968	1.0	0.984	0.032
2.0	0.9	0.2	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.9	0.3	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.9	0.4	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.9	0.5	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.9	0.6	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.9	0.7	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.9	0.8	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.9	0.9	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	0.9	1.0	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	1.0	0.0	30	3	53	0	0	1.0	0.946	0.965	0.909	1.0	0.952	0.091
2.0	1.0	0.1	30	2	54	0	0	1.0	0.964	0.977	0.938	1.0	0.968	0.062
2.0	1.0	0.2	30	1	55	0	0	1.0	0.982	0.988	0.968	1.0	0.984	0.032
2.0	1.0	0.3	30	1	55	0	0	1.0	0.982	0.988	0.968	1.0	0.984	0.032
2.0	1.0	0.4	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	1.0	0.5	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	1.0	0.6	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	1.0	0.7	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	1.0	0.8	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	1.0	0.9	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	1.0	1.0	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	1.1	0.0	30	10	46	0	0	1.0	0.821	0.884	0.75	1.0	0.857	0.25
2.0	1.1	0.1	30	6	50	0	0	1.0	0.893	0.93	0.833	1.0	0.909	0.167
2.0	1.1	0.2	30	3	53	0	0	1.0	0.946	0.965	0.909	1.0	0.952	0.091
2.0	1.1	0.3	30	2	54	0	0	1.0	0.964	0.977	0.938	1.0	0.968	0.062
2.0	1.1	0.4	30	1	55	0	0	1.0	0.982	0.988	0.968	1.0	0.984	0.032
2.0	1.1	0.5	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	1.1	0.6	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	1.1	0.7	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	1.1	0.8	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	1.1	0.9	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	1.1	1.0	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	1.2	0.0	30	14	42	0	0	1.0	0.75	0.837	0.682	1.0	0.811	0.318
2.0	1.2	0.1	30	13	43	0	0	1.0	0.768	0.849	0.698	1.0	0.822	0.302
2.0	1.2	0.2	30	9	47	0	0	1.0	0.839	0.895	0.769	1.0	0.869	0.231
2.0	1.2	0.3	30	5	51	0	0	1.0	0.911	0.942	0.857	1.0	0.923	0.143
2.0	1.2	0.4	30	3	53	0	0	1.0	0.946	0.965	0.909	1.0	0.952	0.091
2.0	1.2	0.5	30	2	54	0	0	1.0	0.964	0.977	0.938	1.0	0.968	0.062
2.0	1.2	0.6	30	1	55	0	0	1.0	0.982	0.988	0.968	1.0	0.984	0.032
2.0	1.2	0.7	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	1.2	0.8	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	1.2	0.9	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	1.2	1.0	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	1.3	0.0	30	21	35	0	0	1.0	0.625	0.756	0.588	1.0	0.741	0.412
2.0	1.3	0.1	30	17	39	0	0	1.0	0.696	0.802	0.638	1.0	0.779	0.362
2.0	1.3	0.2	30	14	42	0	0	1.0	0.75	0.837	0.682	1.0	0.811	0.318
2.0	1.3	0.3	30	12	44	0	0	1.0	0.786	0.86	0.714	1.0	0.833	0.286
2.0	1.3	0.4	30	7	49	0	0	1.0	0.875	0.919	0.811	1.0	0.896	0.189
2.0	1.3	0.5	30	5	51	0	0	1.0	0.911	0.942	0.857	1.0	0.923	0.143
2.0	1.3	0.6	30	2	54	0	0	1.0	0.964	0.977	0.938	1.0	0.968	0.062
2.0	1.3	0.7	30	2	54	0	0	1.0	0.964	0.977	0.938	1.0	0.968	0.062
2.0	1.3	0.8	30	1	55	0	0	1.0	0.982	0.988	0.968	1.0	0.984	0.032
2.0	1.3	0.9	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	1.3	1.0	30	0	56	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2.0	1.4	0.0	30	27	29	0	0	1.0	0.518	0.686	0.526	1.0	0.689	0.474
2.0	1.4	0.1	30	26	30	0	0	1.0	0.536	0.698	0.536	1.0	0.698	0.464
2.0	1.4	0.2	30	20	36	0	0	1.0	0.643	0.767	0.6	1.0	0.75	0.4
2.0	1.4	0.3	30	17	39	0	0	1.0	0.696	0.802	0.638	1.0	0.779	0.362
