LLOD	score	w_comp	TP	FP	TN	FN_u	FN_d	sens.	spec.	acc.	prec.	recall	F1	FDR
2.0	0.6	0.5	31	23	76	0	1	0.969	0.768	0.817	0.574	0.969	0.721	0.426
2.0	0.6	0.4	31	24	75	0	1	0.969	0.758	0.809	0.564	0.969	0.713	0.436
2.0	0.7	0.7	31	24	75	0	1	0.969	0.758	0.809	0.564	0.969	0.713	0.436
2.0	0.6	0.0	32	26	73	0	0	1.0	0.737	0.802	0.552	1.0	0.711	0.448
2.0	0.6	0.1	32	25	74	0	0	1.0	0.747	0.809	0.561	1.0	0.719	0.439
2.0	0.6	0.2	32	25	74	0	0	1.0	0.747	0.809	0.561	1.0	0.719	0.439
2.0	0.7	0.3	32	27	72	0	0	1.0	0.727	0.794	0.542	1.0	0.703	0.458
2.0	0.7	0.4	32	25	74	0	0	1.0	0.747	0.809	0.561	1.0	0.719	0.439
2.0	0.7	0.5	32	25	74	0	0	1.0	0.747	0.809	0.561	1.0	0.719	0.439
2.0	0.8	0.8	32	26	73	0	0	1.0	0.737	0.802	0.552	1.0	0.711	0.448
2.0	0.9	1.0	32	27	72	0	0	1.0	0.727	0.794	0.542	1.0	0.703	0.458
2.0	0.5	0.2	31	22	77	0	1	0.969	0.778	0.824	0.585	0.969	0.73	0.415
2.0	0.5	0.3	31	21	78	0	1	0.969	0.788	0.832	0.596	0.969	0.738	0.404
2.0	0.5	0.0	32	25	74	0	0	1.0	0.747	0.809	0.561	1.0	0.719	0.439
2.0	0.5	0.1	32	24	75	0	0	1.0	0.758	0.817	0.571	1.0	0.727	0.429
2.0	0.6	0.3	32	25	74	0	0	1.0	0.747	0.809	0.561	1.0	0.719	0.439
2.0	0.8	0.7	32	26	73	0	0	1.0	0.737	0.802	0.552	1.0	0.711	0.448
2.0	0.4	0.0	31	21	78	0	1	0.969	0.788	0.832	0.596	0.969	0.738	0.404
