LLOD	score	w_comp	TP	FP	TN	FN_u	FN_d	sens.	spec.	acc.	prec.	recall	F1	FDR
0.75	0.1	0.0	7	4	169	0	33	0.175	0.977	0.826	0.636	0.175	0.274	0.364
0.75	0.1	0.1	3	4	169	0	37	0.075	0.977	0.808	0.429	0.075	0.128	0.571
0.75	0.1	0.2	1	4	169	0	39	0.025	0.977	0.798	0.2	0.025	0.044	0.8
0.75	0.1	0.3	0	4	169	0	40	0.0	0.977	0.793	0.0	0.0	0.0	1.0
0.75	0.1	0.4	0	4	169	0	40	0.0	0.977	0.793	0.0	0.0	0.0	1.0
0.75	0.1	0.5	0	1	172	0	40	0.0	0.994	0.808	0.0	0.0	0.0	1.0
0.75	0.1	0.6	0	1	172	0	40	0.0	0.994	0.808	0.0	0.0	0.0	1.0
0.75	0.1	0.7	0	0	173	0	40	0.0	1.0	0.812	0.0	0.0	0.0	1.0
0.75	0.1	0.8	0	0	173	0	40	0.0	1.0	0.812	0.0	0.0	0.0	1.0
0.75	0.1	0.9	0	0	173	0	40	0.0	1.0	0.812	0.0	0.0	0.0	1.0
0.75	0.1	1.0	0	0	173	0	40	0.0	1.0	0.812	0.0	0.0	0.0	1.0
0.75	0.2	0.0	22	4	169	0	18	0.55	0.977	0.897	0.846	0.55	0.667	0.154
0.75	0.2	0.1	17	4	169	0	23	0.425	0.977	0.873	0.81	0.425	0.557	0.19
0.75	0.2	0.2	10	4	169	0	30	0.25	0.977	0.84	0.714	0.25	0.37	0.286
0.75	0.2	0.3	7	4	169	0	33	0.175	0.977	0.826	0.636	0.175	0.274	0.364
0.75	0.2	0.4	6	4	169	0	34	0.15	0.977	0.822	0.6	0.15	0.24	0.4
0.75	0.2	0.5	4	4	169	0	36	0.1	0.977	0.812	0.5	0.1	0.167	0.5
0.75	0.2	0.6	3	4	169	0	37	0.075	0.977	0.808	0.429	0.075	0.128	0.571
0.75	0.2	0.7	1	4	169	0	39	0.025	0.977	0.798	0.2	0.025	0.044	0.8
0.75	0.2	0.8	0	4	169	0	40	0.0	0.977	0.793	0.0	0.0	0.0	1.0
0.75	0.2	0.9	0	2	171	0	40	0.0	0.988	0.803	0.0	0.0	0.0	1.0
0.75	0.2	1.0	0	1	172	0	40	0.0	0.994	0.808	0.0	0.0	0.0	1.0
0.75	0.3	0.0	34	5	168	0	6	0.85	0.971	0.948	0.872	0.85	0.861	0.128
0.75	0.3	0.1	30	4	169	0	10	0.75	0.977	0.934	0.882	0.75	0.811	0.118
0.75	0.3	0.2	27	4	169	0	13	0.675	0.977	0.92	0.871	0.675	0.761	0.129
0.75	0.3	0.3	24	4	169	0	16	0.6	0.977	0.906	0.857	0.6	0.706	0.143
0.75	0.3	0.4	18	4	169	0	22	0.45	0.977	0.878	0.818	0.45	0.581	0.182
0.75	0.3	0.5	13	4	169	0	27	0.325	0.977	0.854	0.765	0.325	0.456	0.235
0.75	0.3	0.6	10	4	169	0	30	0.25	0.977	0.84	0.714	0.25	0.37	0.286
0.75	0.3	0.7	8	4	169	0	32	0.2	0.977	0.831	0.667	0.2	0.308	0.333
0.75	0.3	0.8	6	4	169	0	34	0.15	0.977	0.822	0.6	0.15	0.24	0.4
0.75	0.3	0.9	6	4	169	0	34	0.15	0.977	0.822	0.6	0.15	0.24	0.4
0.75	0.3	1.0	6	4	169	0	34	0.15	0.977	0.822	0.6	0.15	0.24	0.4
0.75	0.4	0.0	38	5	168	0	2	0.95	0.971	0.967	0.884	0.95	0.916	0.116
0.75	0.4	0.1	36	5	168	0	4	0.9	0.971	0.958	0.878	0.9	0.889	0.122
0.75	0.4	0.2	34	5	168	0	6	0.85	0.971	0.948	0.872	0.85	0.861	0.128
0.75	0.4	0.3	33	5	168	0	7	0.825	0.971	0.944	0.868	0.825	0.846	0.132
0.75	0.4	0.4	30	5	168	0	10	0.75	0.971	0.93	0.857	0.75	0.8	0.143
0.75	0.4	0.5	27	5	168	0	13	0.675	0.971	0.915	0.844	0.675	0.75	0.156
0.75	0.4	0.6	21	5	168	0	19	0.525	0.971	0.887	0.808	0.525	0.636	0.192
0.75	0.4	0.7	18	5	168	0	22	0.45	0.971	0.873	0.783	0.45	0.572	0.217
0.75	0.4	0.8	14	4	169	0	26	0.35	0.977	0.859	0.778	0.35	0.483	0.222
0.75	0.4	0.9	11	4	169	0	29	0.275	0.977	0.845	0.733	0.275	0.4	0.267
0.75	0.4	1.0	9	4	169	0	31	0.225	0.977	0.836	0.692	0.225	0.34	0.308
0.75	0.5	0.0	39	7	166	0	1	0.975	0.96	0.962	0.848	0.975	0.907	0.152
0.75	0.5	0.1	39	6	167	0	1	0.975	0.965	0.967	0.867	0.975	0.918	0.133
0.75	0.5	0.2	39	6	167	0	1	0.975	0.965	0.967	0.867	0.975	0.918	0.133
0.75	0.5	0.3	38	6	167	0	2	0.95	0.965	0.962	0.864	0.95	0.905	0.136
0.75	0.5	0.4	35	6	167	0	5	0.875	0.965	0.948	0.854	0.875	0.864	0.146
0.75	0.5	0.5	34	5	168	0	6	0.85	0.971	0.948	0.872	0.85	0.861	0.128
0.75	0.5	0.6	32	5	168	0	8	0.8	0.971	0.939	0.865	0.8	0.831	0.135
0.75	0.5	0.7	29	5	168	0	11	0.725	0.971	0.925	0.853	0.725	0.784	0.147
0.75	0.5	0.8	26	5	168	0	14	0.65	0.971	0.911	0.839	0.65	0.733	0.161
0.75	0.5	0.9	20	5	168	0	20	0.5	0.971	0.883	0.8	0.5	0.615	0.2
0.75	0.5	1.0	18	5	168	0	22	0.45	0.971	0.873	0.783	0.45	0.572	0.217
0.75	0.6	0.0	39	8	165	0	1	0.975	0.954	0.958	0.83	0.975	0.897	0.17
0.75	0.6	0.1	39	7	166	0	1	0.975	0.96	0.962	0.848	0.975	0.907	0.152
0.75	0.6	0.2	39	7	166	0	1	0.975	0.96	0.962	0.848	0.975	0.907	0.152
0.75	0.6	0.3	39	6	167	0	1	0.975	0.965	0.967	0.867	0.975	0.918	0.133
0.75	0.6	0.4	39	6	167	0	1	0.975	0.965	0.967	0.867	0.975	0.918	0.133
0.75	0.6	0.5	39	6	167	0	1	0.975	0.965	0.967	0.867	0.975	0.918	0.133
0.75	0.6	0.6	36	6	167	0	4	0.9	0.965	0.953	0.857	0.9	0.878	0.143
0.75	0.6	0.7	35	6	167	0	5	0.875	0.965	0.948	0.854	0.875	0.864	0.146
0.75	0.6	0.8	34	6	167	0	6	0.85	0.965	0.944	0.85	0.85	0.85	0.15
0.75	0.6	0.9	30	6	167	0	10	0.75	0.965	0.925	0.833	0.75	0.789	0.167
0.75	0.6	1.0	29	5	168	0	11	0.725	0.971	0.925	0.853	0.725	0.784	0.147
0.75	0.7	0.0	39	11	162	0	1	0.975	0.936	0.944	0.78	0.975	0.867	0.22
0.75	0.7	0.1	39	11	162	0	1	0.975	0.936	0.944	0.78	0.975	0.867	0.22
0.75	0.7	0.2	39	10	163	0	1	0.975	0.942	0.948	0.796	0.975	0.876	0.204
0.75	0.7	0.3	39	9	164	0	1	0.975	0.948	0.953	0.812	0.975	0.886	0.188
0.75	0.7	0.4	39	8	165	0	1	0.975	0.954	0.958	0.83	0.975	0.897	0.17
0.75	0.7	0.5	39	8	165	0	1	0.975	0.954	0.958	0.83	0.975	0.897	0.17
0.75	0.7	0.6	39	7	166	0	1	0.975	0.96	0.962	0.848	0.975	0.907	0.152
0.75	0.7	0.7	39	7	166	0	1	0.975	0.96	0.962	0.848	0.975	0.907	0.152
0.75	0.7	0.8	38	6	167	0	2	0.95	0.965	0.962	0.864	0.95	0.905	0.136
0.75	0.7	0.9	36	6	167	0	4	0.9	0.965	0.953	0.857	0.9	0.878	0.143
0.75	0.7	1.0	34	6	167	0	6	0.85	0.965	0.944	0.85	0.85	0.85	0.15
0.75	0.8	0.0	39	14	159	0	1	0.975	0.919	0.93	0.736	0.975	0.839	0.264
0.75	0.8	0.1	39	13	160	0	1	0.975	0.925	0.934	0.75	0.975	0.848	0.25
0.75	0.8	0.2	39	12	161	0	1	0.975	0.931	0.939	0.765	0.975	0.857	0.235
0.75	0.8	0.3	39	11	162	0	1	0.975	0.936	0.944	0.78	0.975	0.867	0.22
0.75	0.8	0.4	39	11	162	0	1	0.975	0.936	0.944	0.78	0.975	0.867	0.22
0.75	0.8	0.5	39	10	163	0	1	0.975	0.942	0.948	0.796	0.975	0.876	0.204
0.75	0.8	0.6	39	9	164	0	1	0.975	0.948	0.953	0.812	0.975	0.886	0.188
0.75	0.8	0.7	39	9	164	0	1	0.975	0.948	0.953	0.812	0.975	0.886	0.188
0.75	0.8	0.8	39	7	166	0	1	0.975	0.96	0.962	0.848	0.975	0.907	0.152
0.75	0.8	0.9	39	7	166	0	1	0.975	0.96	0.962	0.848	0.975	0.907	0.152
0.75	0.8	1.0	39	7	166	0	1	0.975	0.96	0.962	0.848	0.975	0.907	0.152
0.75	0.9	0.0	39	23	150	0	1	0.975	0.867	0.887	0.629	0.975	0.765	0.371
0.75	0.9	0.1	39	17	156	0	1	0.975	0.902	0.915	0.696	0.975	0.812	0.304
0.75	0.9	0.2	39	16	157	0	1	0.975	0.908	0.92	0.709	0.975	0.821	0.291
0.75	0.9	0.3	39	14	159	0	1	0.975	0.919	0.93	0.736	0.975	0.839	0.264
0.75	0.9	0.4	39	13	160	0	1	0.975	0.925	0.934	0.75	0.975	0.848	0.25
0.75	0.9	0.5	39	11	162	0	1	0.975	0.936	0.944	0.78	0.975	0.867	0.22
0.75	0.9	0.6	39	11	162	0	1	0.975	0.936	0.944	0.78	0.975	0.867	0.22
0.75	0.9	0.7	39	11	162	0	1	0.975	0.936	0.944	0.78	0.975	0.867	0.22
0.75	0.9	0.8	39	10	163	0	1	0.975	0.942	0.948	0.796	0.975	0.876	0.204
0.75	0.9	0.9	39	9	164	0	1	0.975	0.948	0.953	0.812	0.975	0.886	0.188
0.75	0.9	1.0	39	8	165	0	1	0.975	0.954	0.958	0.83	0.975	0.897	0.17
0.75	1.0	0.0	39	26	147	0	1	0.975	0.85	0.873	0.6	0.975	0.743	0.4
0.75	1.0	0.1	39	25	148	0	1	0.975	0.855	0.878	0.609	0.975	0.75	0.391
0.75	1.0	0.2	39	24	149	0	1	0.975	0.861	0.883	0.619	0.975	0.757	0.381
0.75	1.0	0.3	39	21	152	0	1	0.975	0.879	0.897	0.65	0.975	0.78	0.35
0.75	1.0	0.4	39	16	157	0	1	0.975	0.908	0.92	0.709	0.975	0.821	0.291
0.75	1.0	0.5	39	15	158	0	1	0.975	0.913	0.925	0.722	0.975	0.83	0.278
0.75	1.0	0.6	39	14	159	0	1	0.975	0.919	0.93	0.736	0.975	0.839	0.264
0.75	1.0	0.7	39	13	160	0	1	0.975	0.925	0.934	0.75	0.975	0.848	0.25
0.75	1.0	0.8	39	11	162	0	1	0.975	0.936	0.944	0.78	0.975	0.867	0.22
0.75	1.0	0.9	39	11	162	0	1	0.975	0.936	0.944	0.78	0.975	0.867	0.22
0.75	1.0	1.0	39	10	163	0	1	0.975	0.942	0.948	0.796	0.975	0.876	0.204
0.75	1.1	0.0	39	43	130	0	1	0.975	0.751	0.793	0.476	0.975	0.64	0.524
