LLOD	score	w_comp	TP	FP	TN	FN_u	FN_d	sens.	spec.	acc.	prec.	recall	F1	FDR
0.75	0.6	0.5	26	22	143	0	6	0.812	0.867	0.858	0.542	0.812	0.65	0.458
0.75	0.6	0.4	27	22	143	0	5	0.844	0.867	0.863	0.551	0.844	0.667	0.449
0.75	0.7	0.7	26	23	142	0	6	0.812	0.861	0.853	0.531	0.812	0.642	0.469
0.75	0.6	0.0	29	26	139	0	3	0.906	0.842	0.853	0.527	0.906	0.666	0.473
0.75	0.6	0.1	29	26	139	0	3	0.906	0.842	0.853	0.527	0.906	0.666	0.473
0.75	0.6	0.2	28	24	141	0	4	0.875	0.855	0.858	0.538	0.875	0.666	0.462
0.75	0.7	0.3	29	26	139	0	3	0.906	0.842	0.853	0.527	0.906	0.666	0.473
0.75	0.7	0.4	29	26	139	0	3	0.906	0.842	0.853	0.527	0.906	0.666	0.473
0.75	0.7	0.5	27	25	140	0	5	0.844	0.848	0.848	0.519	0.844	0.643	0.481
0.75	0.8	0.8	27	26	139	0	5	0.844	0.842	0.843	0.509	0.844	0.635	0.491
0.75	0.9	1.0	27	28	137	0	5	0.844	0.83	0.832	0.491	0.844	0.621	0.509
0.75	0.5	0.2	26	21	144	0	6	0.812	0.873	0.863	0.553	0.812	0.658	0.447
0.75	0.5	0.3	26	20	145	0	6	0.812	0.879	0.868	0.565	0.812	0.666	0.435
0.75	0.5	0.0	27	22	143	0	5	0.844	0.867	0.863	0.551	0.844	0.667	0.449
0.75	0.5	0.1	27	21	144	0	5	0.844	0.873	0.868	0.562	0.844	0.675	0.438
0.75	0.6	0.3	27	22	143	0	5	0.844	0.867	0.863	0.551	0.844	0.667	0.449
0.75	0.8	0.7	28	26	139	0	4	0.875	0.842	0.848	0.519	0.875	0.652	0.481
0.75	0.4	0.0	26	20	145	0	6	0.812	0.879	0.868	0.565	0.812	0.666	0.435
