LLOD	score	w_comp	TP	FP	TN	FN_u	FN_d	sens.	spec.	acc.	prec.	recall	F1	FDR
2.0	0.6	0.5	30	24	64	0	0	1.0	0.727	0.797	0.556	1.0	0.715	0.444
2.0	0.6	0.4	30	25	63	0	0	1.0	0.716	0.788	0.545	1.0	0.706	0.455
2.0	0.7	0.7	30	25	63	0	0	1.0	0.716	0.788	0.545	1.0	0.706	0.455
2.0	0.6	0.0	30	25	63	0	0	1.0	0.716	0.788	0.545	1.0	0.706	0.455
2.0	0.6	0.1	30	25	63	0	0	1.0	0.716	0.788	0.545	1.0	0.706	0.455
2.0	0.6	0.2	30	25	63	0	0	1.0	0.716	0.788	0.545	1.0	0.706	0.455
2.0	0.7	0.3	30	27	61	0	0	1.0	0.693	0.771	0.526	1.0	0.689	0.474
2.0	0.7	0.4	30	25	63	0	0	1.0	0.716	0.788	0.545	1.0	0.706	0.455
2.0	0.7	0.5	30	25	63	0	0	1.0	0.716	0.788	0.545	1.0	0.706	0.455
2.0	0.8	0.8	30	27	61	0	0	1.0	0.693	0.771	0.526	1.0	0.689	0.474
2.0	0.9	1.0	30	27	61	0	0	1.0	0.693	0.771	0.526	1.0	0.689	0.474
2.0	0.5	0.2	30	24	64	0	0	1.0	0.727	0.797	0.556	1.0	0.715	0.444
2.0	0.5	0.3	30	22	66	0	0	1.0	0.75	0.814	0.577	1.0	0.732	0.423
2.0	0.5	0.0	30	24	64	0	0	1.0	0.727	0.797	0.556	1.0	0.715	0.444
2.0	0.5	0.1	30	24	64	0	0	1.0	0.727	0.797	0.556	1.0	0.715	0.444
2.0	0.6	0.3	30	25	63	0	0	1.0	0.716	0.788	0.545	1.0	0.706	0.455
2.0	0.8	0.7	30	27	61	0	0	1.0	0.693	0.771	0.526	1.0	0.689	0.474
2.0	0.4	0.0	30	22	66	0	0	1.0	0.75	0.814	0.577	1.0	0.732	0.423
