LLOD	score	w_comp	TP	FP	TN	FN_u	FN_d	sens.	spec.	acc.	prec.	recall	F1	FDR
0.1	0.6	0.5	30	48	508	5	25	0.5	0.914	0.873	0.385	0.5	0.435	0.615
0.1	0.6	0.4	30	49	507	5	25	0.5	0.912	0.872	0.38	0.5	0.432	0.62
0.1	0.7	0.7	30	52	504	5	25	0.5	0.906	0.867	0.366	0.5	0.423	0.634
0.1	0.6	0.0	35	62	494	5	20	0.583	0.888	0.859	0.361	0.583	0.446	0.639
0.1	0.6	0.1	34	59	497	5	21	0.567	0.894	0.862	0.366	0.567	0.445	0.634
0.1	0.6	0.2	34	55	501	5	21	0.567	0.901	0.869	0.382	0.567	0.456	0.618
0.1	0.7	0.3	35	64	492	5	20	0.583	0.885	0.856	0.354	0.583	0.441	0.646
0.1	0.7	0.4	34	60	496	5	21	0.567	0.892	0.86	0.362	0.567	0.442	0.638
0.1	0.7	0.5	34	59	497	5	21	0.567	0.894	0.862	0.366	0.567	0.445	0.634
0.1	0.8	0.8	33	59	497	5	22	0.55	0.894	0.86	0.359	0.55	0.434	0.641
0.1	0.9	1.0	34	62	494	5	21	0.567	0.888	0.857	0.354	0.567	0.436	0.646
0.1	0.5	0.2	30	47	509	5	25	0.5	0.915	0.875	0.39	0.5	0.438	0.61
0.1	0.5	0.3	30	46	510	5	25	0.5	0.917	0.877	0.395	0.5	0.441	0.605
0.1	0.5	0.0	33	49	507	5	22	0.55	0.912	0.877	0.402	0.55	0.464	0.598
0.1	0.5	0.1	32	47	509	5	23	0.533	0.915	0.878	0.405	0.533	0.46	0.595
0.1	0.6	0.3	32	51	505	5	23	0.533	0.908	0.872	0.386	0.533	0.448	0.614
0.1	0.8	0.7	34	62	494	5	21	0.567	0.888	0.857	0.354	0.567	0.436	0.646
0.1	0.4	0.0	30	45	511	5	25	0.5	0.919	0.878	0.4	0.5	0.444	0.6
