LLOD	score	w_comp	TP	FP	TN	FN_u	FN_d	sens.	spec.	acc.	prec.	recall	F1	FDR
0.1	0.6	0.5	26	46	406	6	18	0.52	0.898	0.861	0.361	0.52	0.426	0.639
0.1	0.6	0.4	27	48	404	6	17	0.54	0.894	0.859	0.36	0.54	0.432	0.64
0.1	0.7	0.7	27	49	403	6	17	0.54	0.892	0.857	0.355	0.54	0.428	0.645
0.1	0.6	0.0	28	64	388	6	16	0.56	0.858	0.829	0.304	0.56	0.394	0.696
0.1	0.6	0.1	28	61	391	6	16	0.56	0.865	0.835	0.315	0.56	0.403	0.685
0.1	0.6	0.2	27	54	398	6	17	0.54	0.881	0.847	0.333	0.54	0.412	0.667
0.1	0.7	0.3	28	67	385	6	16	0.56	0.852	0.823	0.295	0.56	0.386	0.705
0.1	0.7	0.4	28	60	392	6	16	0.56	0.867	0.837	0.318	0.56	0.406	0.682
0.1	0.7	0.5	27	57	395	6	17	0.54	0.874	0.841	0.321	0.54	0.403	0.679
0.1	0.8	0.8	27	58	394	6	17	0.54	0.872	0.839	0.318	0.54	0.4	0.682
0.1	0.9	1.0	27	66	386	6	17	0.54	0.854	0.823	0.29	0.54	0.377	0.71
0.1	0.5	0.2	27	46	406	6	17	0.54	0.898	0.863	0.37	0.54	0.439	0.63
0.1	0.5	0.3	26	43	409	6	18	0.52	0.905	0.867	0.377	0.52	0.437	0.623
0.1	0.5	0.0	27	50	402	6	17	0.54	0.889	0.855	0.351	0.54	0.425	0.649
0.1	0.5	0.1	27	47	405	6	17	0.54	0.896	0.861	0.365	0.54	0.436	0.635
0.1	0.6	0.3	27	52	400	6	17	0.54	0.885	0.851	0.342	0.54	0.419	0.658
0.1	0.8	0.7	28	63	389	6	16	0.56	0.861	0.831	0.308	0.56	0.397	0.692
0.1	0.4	0.0	26	42	410	6	18	0.52	0.907	0.869	0.382	0.52	0.44	0.618
