LLOD	score	w_comp	TP	FP	TN	FN_u	FN_d	sens.	spec.	acc.	prec.	recall	F1	FDR
2.0	0.1	0.0	0	0	64	0	32	0.0	1.0	0.67	0.0	0.0	0.0	1.0
2.0	0.1	0.1	0	0	64	0	32	0.0	1.0	0.67	0.0	0.0	0.0	1.0
2.0	0.1	0.2	0	0	64	0	32	0.0	1.0	0.67	0.0	0.0	0.0	1.0
2.0	0.1	0.3	0	0	64	0	32	0.0	1.0	0.67	0.0	0.0	0.0	1.0
2.0	0.1	0.4	0	0	64	0	32	0.0	1.0	0.67	0.0	0.0	0.0	1.0
2.0	0.1	0.5	0	0	64	0	32	0.0	1.0	0.67	0.0	0.0	0.0	1.0
2.0	0.1	0.6	0	0	64	0	32	0.0	1.0	0.67	0.0	0.0	0.0	1.0
2.0	0.1	0.7	0	0	64	0	32	0.0	1.0	0.67	0.0	0.0	0.0	1.0
2.0	0.1	0.8	0	0	64	0	32	0.0	1.0	0.67	0.0	0.0	0.0	1.0
2.0	0.1	0.9	0	0	64	0	32	0.0	1.0	0.67	0.0	0.0	0.0	1.0
2.0	0.1	1.0	1	0	64	0	31	0.03	1.0	0.68	1.0	0.03	0.06	0.0
2.0	0.2	0.0	0	0	64	0	32	0.0	1.0	0.67	0.0	0.0	0.0	1.0
2.0	0.2	0.1	0	0	64	0	32	0.0	1.0	0.67	0.0	0.0	0.0	1.0
2.0	0.2	0.2	1	0	64	0	31	0.03	1.0	0.68	1.0	0.03	0.06	0.0
2.0	0.2	0.3	1	0	64	0	31	0.03	1.0	0.68	1.0	0.03	0.06	0.0
2.0	0.2	0.4	1	0	64	0	31	0.03	1.0	0.68	1.0	0.03	0.06	0.0
2.0	0.2	0.5	1	0	64	0	31	0.03	1.0	0.68	1.0	0.03	0.06	0.0
2.0	0.2	0.6	2	0	64	0	30	0.06	1.0	0.69	1.0	0.06	0.11	0.0
2.0	0.2	0.7	3	0	64	0	29	0.09	1.0	0.7	1.0	0.09	0.17	0.0
2.0	0.2	0.8	4	0	64	0	28	0.12	1.0	0.71	1.0	0.12	0.21	0.0
2.0	0.2	0.9	6	0	64	0	26	0.19	1.0	0.73	1.0	0.19	0.32	0.0
2.0	0.2	1.0	16	0	64	0	16	0.5	1.0	0.83	1.0	0.5	0.67	0.0
2.0	0.3	0.0	2	0	64	0	30	0.06	1.0	0.69	1.0	0.06	0.11	0.0
2.0	0.3	0.1	2	0	64	0	30	0.06	1.0	0.69	1.0	0.06	0.11	0.0
2.0	0.3	0.2	2	0	64	0	30	0.06	1.0	0.69	1.0	0.06	0.11	0.0
2.0	0.3	0.3	2	0	64	0	30	0.06	1.0	0.69	1.0	0.06	0.11	0.0
2.0	0.3	0.4	3	0	64	0	29	0.09	1.0	0.7	1.0	0.09	0.17	0.0
2.0	0.3	0.5	4	0	64	0	28	0.12	1.0	0.71	1.0	0.12	0.21	0.0
2.0	0.3	0.6	6	0	64	0	26	0.19	1.0	0.73	1.0	0.19	0.32	0.0
2.0	0.3	0.7	11	0	64	0	21	0.34	1.0	0.78	1.0	0.34	0.51	0.0
2.0	0.3	0.8	18	0	64	0	14	0.56	1.0	0.85	1.0	0.56	0.72	0.0
2.0	0.3	0.9	21	0	64	0	11	0.66	1.0	0.89	1.0	0.66	0.8	0.0
2.0	0.3	1.0	25	0	64	0	7	0.78	1.0	0.93	1.0	0.78	0.88	0.0
2.0	0.4	0.0	2	0	64	0	30	0.06	1.0	0.69	1.0	0.06	0.11	0.0
2.0	0.4	0.1	3	0	64	0	29	0.09	1.0	0.7	1.0	0.09	0.17	0.0
2.0	0.4	0.2	4	0	64	0	28	0.12	1.0	0.71	1.0	0.12	0.21	0.0
2.0	0.4	0.3	6	0	64	0	26	0.19	1.0	0.73	1.0	0.19	0.32	0.0
2.0	0.4	0.4	9	0	64	0	23	0.28	1.0	0.76	1.0	0.28	0.44	0.0
2.0	0.4	0.5	17	0	64	0	15	0.53	1.0	0.84	1.0	0.53	0.69	0.0
2.0	0.4	0.6	20	0	64	0	12	0.62	1.0	0.88	1.0	0.62	0.77	0.0
2.0	0.4	0.7	22	0	64	0	10	0.69	1.0	0.9	1.0	0.69	0.82	0.0
2.0	0.4	0.8	29	0	64	0	3	0.91	1.0	0.97	1.0	0.91	0.95	0.0
2.0	0.4	0.9	30	0	64	0	2	0.94	1.0	0.98	1.0	0.94	0.97	0.0
2.0	0.4	1.0	31	0	64	0	1	0.97	1.0	0.99	1.0	0.97	0.98	0.0
2.0	0.5	0.0	5	0	64	0	27	0.16	1.0	0.72	1.0	0.16	0.28	0.0
2.0	0.5	0.1	7	0	64	0	25	0.22	1.0	0.74	1.0	0.22	0.36	0.0
2.0	0.5	0.2	15	0	64	0	17	0.47	1.0	0.82	1.0	0.47	0.64	0.0
2.0	0.5	0.3	19	0	64	0	13	0.59	1.0	0.86	1.0	0.59	0.74	0.0
2.0	0.5	0.4	22	0	64	0	10	0.69	1.0	0.9	1.0	0.69	0.82	0.0
